,match_id,Tournament,P1,P2,Pt,Set1,Set2,Gm1,Gm2,Pts,SrvDceSide,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stNoLet,2ndNoLet,1stSV,2ndSV,1stNoSV,2ndNoSV,1stIn,2ndIn,isRally1st,isRally2nd,Sv1,Sv2,Rally,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,rallyNoSpec,rallyNoError,rallyNoDirection,rallyLen,PtWinner,isSvrWinner,PtsAfter,GmW,Gm1.1,Gm2.1,SetW,Set1.1,Set2.1,RevTB,TBrev,rallyCount
25168,20040613,Halle,Roger_Federer,Mardy_Fish,63,1,0,2,1,15-0,1,10,1,0,,2,1,MF,6+ f28 v1*,,,6+f28v1*,,1,,6f28v1*,,1,,1,0,6,,f28v1*,False,False,True,False,False,False,f28v1,f28v1,fv,2,2,1,30-0,0,2,1,0,1,0,,,3
25170,20040613,Halle,Roger_Federer,Mardy_Fish,65,1,0,2,1,30-15,1,10,1,0,,2,1,MF,4+ b37 f3*,,,4+b37f3*,,1,,4b37f3*,,1,,1,0,4,,b37f3*,False,False,True,False,False,False,b37f3,b37f3,bf,2,2,1,40-15,0,2,1,0,1,0,,,3
25172,20040613,Halle,Roger_Federer,Mardy_Fish,67,1,0,2,1,40-30,1,10,1,0,,2,1,MF,4 b28 f1 f3w#,,,4b28f1f3w#,,0,,4b28f1f3w#,,1,,1,0,4,,b28f1f3w#,False,False,False,True,False,False,b28f1f3w,b28f1f3,bff,3,2,1,GM,2,2,2,0,1,0,,,3
25187,20040613,Halle,Roger_Federer,Mardy_Fish,82,1,0,4,2,40-0,1,13,1,0,,1,2,RF,6 f28 f3*,,,6f28f3*,,0,,6f28f3*,,1,,1,0,6,,f28f3*,False,False,True,False,False,False,f28f3,f28f3,ff,2,1,1,GM,1,5,2,0,1,0,,,3
25203,20040613,Halle,Roger_Federer,Mardy_Fish,98,1,0,5,3,30-15,1,15,1,0,,1,2,RF,6 f29 b2 f+2d@,,,6f29b2f+2d@,,0,,6f29b2f+2d@,,1,,1,0,6,,f29b2f+2d@,False,False,False,False,True,False,f29b2f2d,f29b2f2,fbf,3,1,1,40-15,0,5,3,0,1,0,,,3
25209,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,2,0,0,0,0,0-15,1,1,1,0,,1,2,RF,4 s28 f+1 f2n#,,,4s28f+1f2n#,,0,,4s28f+1f2n#,,1,,1,0,4,,s28f+1f2n#,False,False,False,True,False,False,s28f1f2n,s28f1f2,sff,3,1,1,15-15,0,0,0,0,0,0,,,3
25211,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,4,0,0,0,0,15-30,1,1,1,0,,1,2,RF,c6 f27 f2 b2n@,,,6f27f2b2n@,,0,,6f27f2b2n@,,1,,1,0,6,,f27f2b2n@,False,False,False,False,True,False,f27f2b2n,f27f2b2,ffb,3,1,1,30-30,0,0,0,0,0,0,,,3
25253,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,46,0,0,4,5,40-15,1,10,1,0,,2,1,GC,5 b27 f3 s2n#,,,5b27f3s2n#,,0,,5b27f3s2n#,,1,,1,0,5,,b27f3s2n#,False,False,False,True,False,False,b27f3s2n,b27f3s2,bfs,3,2,1,GM,2,4,6,2,0,1,,,3
25267,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,60,0,1,1,0,15-30,1,12,1,0,,2,1,GC,4 s37 b1 f3n#,,,4s37b1f3n#,,0,,4s37b1f3n#,,1,,1,0,4,,s37b1f3n#,False,False,False,True,False,False,s37b1f3n,s37b1f3,sbf,3,2,1,30-30,0,1,0,0,0,1,,,3
25269,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,62,0,1,1,0,30-40,1,12,1,0,,2,1,GC,5 f28 f3 b2 f3 b2 f3 s3 f3 s2 f3 b3 f2 f3w@,,,5f28f3b2f3b2f3s3f3s2f3b3f2f3w@,,0,,5f28f3b2f3b2f3s3f3s2f3b3f2f3w@,,1,,1,0,5,,f28f3b2f3b2f3s3f3s2f3b3f2f3w@,False,False,False,False,True,False,f28f3b2f3b2f3s3f3s2f3b3f2f3w,f28f3b2f3b2f3s3f3s2f3b3f2f3,ffbfbfsfsfbff,13,2,1,40-40,0,1,0,0,0,1,,,13
25281,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,74,0,1,2,1,0-15,1,14,1,0,,2,1,GC,4 b38 f1 f1x#,,,4b38f1f1x#,,0,,4b38f1f1x#,,1,,1,0,4,,b38f1f1x#,False,False,False,True,False,False,b38f1f1x,b38f1f1,bff,3,2,1,15-15,0,2,1,0,0,1,,,3
25283,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,76,0,1,2,1,30-15,1,14,1,0,,2,1,GC,4 s28 f2 b1w@,,,4s28f2b1w@,,0,,4s28f2b1w@,,1,,1,0,4,,s28f2b1w@,False,False,False,False,True,False,s28f2b1w,s28f2b1,sfb,3,2,1,40-15,0,2,1,0,0,1,,,3
25285,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,78,0,1,2,1,40-30,1,14,1,0,,2,1,GC,4 s38 f2 b3 b3 f3w@,,,4s38f2b3b3f3w@,,0,,4s38f2b3b3f3w@,,1,,1,0,4,,s38f2b3b3f3w@,False,False,False,False,True,False,s38f2b3b3f3w,s38f2b3b3f3,sfbbf,5,2,1,GM,2,2,2,0,0,1,,,5
25287,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,80,0,1,2,2,15-0,1,15,1,0,,1,2,RF,4+ b37 z3 b2n@,,,4+b37z3b2n@,,1,,4b37z3b2n@,,1,,1,0,4,,b37z3b2n@,False,False,False,False,True,False,b37z3b2n,b37z3b2,bzb,3,1,1,30-0,0,2,2,0,0,1,,,3
25289,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,82,0,1,2,2,30-15,1,15,1,0,,1,2,RF,6 f28 f+3 b3w#,,,6f28f+3b3w#,,0,,6f28f+3b3w#,,1,,1,0,6,,f28f+3b3w#,False,False,False,True,False,False,f28f3b3w,f28f3b3,ffb,3,1,1,40-15,0,2,2,0,0,1,,,3
25307,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,100,0,1,4,4,40-15,1,19,1,0,,1,2,RF,4 f29 f2 b3 f3 b3 b3 b3 b3 f2 f1 r2n#,,,4f29f2b3f3b3b3b3b3f2f1r2n#,,0,,4f29f2b3f3b3b3b3b3f2f1r2n#,,1,,1,0,4,,f29f2b3f3b3b3b3b3f2f1r2n#,False,False,False,True,False,False,f29f2b3f3b3b3b3b3f2f1r2n,f29f2b3f3b3b3b3b3f2f1r2,ffbfbbbbffr,11,1,1,GM,1,5,4,0,0,1,,,11
25321,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,114,1,1,0,0,AD-40,1,21,1,0,,1,2,RF,6 f28 f3 b3w#,,,6f28f3b3w#,,0,,6f28f3b3w#,,1,,1,0,6,,f28f3b3w#,False,False,False,True,False,False,f28f3b3w,f28f3b3,ffb,3,1,1,GM,1,1,0,0,1,1,,,3
25331,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,124,1,1,2,0,30-15,1,23,1,0,,1,2,RF,5 f28 f1 f2 b2 f3 s3 b2 f1 r2 f1*,,,5f28f1f2b2f3s3b2f1r2f1*,,0,,5f28f1f2b2f3s3b2f1r2f1*,,1,,1,0,5,,f28f1f2b2f3s3b2f1r2f1*,False,False,True,False,False,False,f28f1f2b2f3s3b2f1r2f1,f28f1f2b2f3s3b2f1r2f1,fffbfsbfrf,10,1,1,40-15,0,2,0,0,1,1,,,11
25336,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,129,1,1,3,0,30-15,1,24,1,0,,2,1,GC,4 b38 f1*,,,4b38f1*,,0,,4b38f1*,,1,,1,0,4,,b38f1*,False,False,True,False,False,False,b38f1,b38f1,bf,2,2,1,40-15,0,3,0,0,1,1,,,3
25346,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,139,1,1,4,1,30-15,1,26,1,0,,2,1,GC,5 s38 f3 s2n@,,,5s38f3s2n@,,0,,5s38f3s2n@,,1,,1,0,5,,s38f3s2n@,False,False,False,False,True,False,s38f3s2n,s38f3s2,sfs,3,2,1,40-15,0,4,1,0,1,1,,,3
25348,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,141,1,1,4,1,40-30,1,26,1,0,,2,1,GC,5 s37 b3 b3 b3 b1 f2 f2d@,,,5s37b3b3b3b1f2f2d@,,0,,5s37b3b3b3b1f2f2d@,,1,,1,0,5,,s37b3b3b3b1f2f2d@,False,False,False,False,True,False,s37b3b3b3b1f2f2d,s37b3b3b3b1f2f2,sbbbbff,7,2,1,GM,2,4,2,0,1,1,,,7
25364,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,157,2,1,0,0,40-30,1,29,1,0,,1,2,RF,6 f17 f1*,,,6f17f1*,,0,,6f17f1*,,1,,1,0,6,,f17f1*,False,False,True,False,False,False,f17f1,f17f1,ff,2,1,1,GM,1,1,0,0,2,1,,,3
25369,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,162,2,1,1,0,15-40,1,30,1,0,,2,1,GC,5 s27 b+3 b3w@,,,5s27b+3b3w@,,0,,5s27b+3b3w@,,1,,1,0,5,,s27b+3b3w@,False,False,False,False,True,False,s27b3b3w,s27b3b3,sbb,3,2,1,30-40,0,1,0,0,2,1,,,3
25376,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,169,2,1,2,0,40-0,1,31,1,0,,1,2,RF,4 b38 b2 f1 f1 f1w#,,,4b38b2f1f1f1w#,,0,,4b38b2f1f1f1w#,,1,,1,0,4,,b38b2f1f1f1w#,False,False,False,True,False,False,b38b2f1f1f1w,b38b2f1f1f1,bbfff,5,1,1,GM,1,3,0,0,2,1,,,5
25378,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,171,2,1,3,0,15-0,1,32,1,0,,2,1,GC,4 s38 b2 f1w@,,,4s38b2f1w@,,0,,4s38b2f1w@,,1,,1,0,4,,s38b2f1w@,False,False,False,False,True,False,s38b2f1w,s38b2f1,sbf,3,2,1,30-0,0,3,0,0,2,1,,,3
25380,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,173,2,1,3,0,30-15,1,32,1,0,,2,1,GC,4 b38 b2 f2d#,,,4b38b2f2d#,,0,,4b38b2f2d#,,1,,1,0,4,,b38b2f2d#,False,False,False,True,False,False,b38b2f2d,b38b2f2,bbf,3,2,1,40-15,0,3,0,0,2,1,,,3
25381,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,174,2,1,3,0,40-15,1,32,1,0,,2,1,GC,6 s27 f+1 l2 o2 m3w#,,,6s27f+1l2o2m3w#,,0,,6s27f+1l2o2m3w#,,1,,1,0,6,,s27f+1l2o2m3w#,False,False,False,True,False,False,s27f1l2o2m3w,s27f1l2o2m3,sflom,5,2,1,GM,2,3,1,0,2,1,,,5
25389,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,182,2,1,3,1,AD-40,1,33,1,0,,1,2,RF,5 f27 f3 b2 f1*,,,5f27f3b2f1*,,0,,5f27f3b2f1*,,1,,1,0,5,,f27f3b2f1*,False,False,True,False,False,False,f27f3b2f1,f27f3b2f1,ffbf,4,1,1,GM,1,4,1,0,2,1,,,5
25391,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,184,2,1,4,1,15-0,1,34,1,0,,2,1,GC,4 s28 f1 f1 f2 b2n#,,,4s28f1f1f2b2n#,,0,,4s28f1f1f2b2n#,,1,,1,0,4,,s28f1f1f2b2n#,False,False,False,True,False,False,s28f1f1f2b2n,s28f1f1f2b2,sfffb,5,2,1,30-0,0,4,1,0,2,1,,,5
25404,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,197,2,1,5,2,0-15,1,36,1,0,,2,1,GC,4 s38 b1 r2d#,,,4s38b1r2d#,,0,,4s38b1r2d#,,1,,1,0,4,,s38b1r2d#,False,False,False,True,False,False,s38b1r2d,s38b1r2,sbr,3,2,1,15-15,0,5,2,0,2,1,,,3
25406,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,199,2,1,5,2,15-30,1,36,1,0,,2,1,GC,4 s28 b2 f2n@,,,4s28b2f2n@,,0,,4s28b2f2n@,,1,,1,0,4,,s28b2f2n@,False,False,False,False,True,False,s28b2f2n,s28b2f2,sbf,3,2,1,30-30,0,5,2,0,2,1,,,3
25408,20040516,Hamburg_Masters,Roger_Federer,Guillermo_Coria,201,2,1,5,2,40-30,1,36,1,0,,2,1,GC,4 s38 b3 b2n@,,,4s38b3b2n@,,0,,4s38b3b2n@,,1,,1,0,4,,s38b3b2n@,False,False,False,False,True,False,s38b3b2n,s38b3b2,sbb,3,2,1,GM,2,5,3,0,2,1,,,3
25435,20040314,Indian_Wells_Masters,Roger_Federer,Tim_Henman,22,0,0,2,1,15-40,1,4,1,0,,2,1,TH,c4 f28 b3 b3w@,,,4f28b3b3w@,,0,,4f28b3b3w@,,1,,1,0,4,,f28b3b3w@,False,False,False,False,True,False,f28b3b3w,f28b3b3,fbb,3,2,1,30-40,0,2,1,0,0,0,,,3
25446,20040314,Indian_Wells_Masters,Roger_Federer,Tim_Henman,33,0,0,4,1,40-15,1,6,1,0,,2,1,TH,4 f19 f3*,,,4f19f3*,,0,,4f19f3*,,1,,1,0,4,,f19f3*,False,False,True,False,False,False,f19f3,f19f3,ff,2,2,1,GM,2,4,2,0,0,0,,,3
25451,20040314,Indian_Wells_Masters,Roger_Federer,Tim_Henman,38,0,0,4,2,40-15,1,7,1,0,,1,2,RF,5 s29 b1 f3w@,,,5s29b1f3w@,,0,,5s29b1f3w@,,1,,1,0,5,,s29b1f3w@,False,False,False,False,True,False,s29b1f3w,s29b1f3,sbf,3,1,1,GM,1,5,2,0,0,0,,,3
25477,20040314,Indian_Wells_Masters,Roger_Federer,Tim_Henman,64,1,0,2,1,15-0,1,13,1,0,,1,2,RF,4 s28 f3 s2 f+1 l3w#,,,4s28f3s2f+1l3w#,,0,,4s28f3s2f+1l3w#,,1,,1,0,4,,s28f3s2f+1l3w#,False,False,False,True,False,False,s28f3s2f1l3w,s28f3s2f1l3,sfsfl,5,1,1,30-0,0,2,1,0,1,0,,,5
25484,20040314,Indian_Wells_Masters,Roger_Federer,Tim_Henman,71,1,0,3,1,15-30,1,14,1,0,,2,1,TH,6 f38 f2 b1n@,,,6f38f2b1n@,,0,,6f38f2b1n@,,1,,1,0,6,,f38f2b1n@,False,False,False,False,True,False,f38f2b1n,f38f2b1,ffb,3,2,1,30-30,0,3,1,0,1,0,,,3
25491,20040314,Indian_Wells_Masters,Roger_Federer,Tim_Henman,78,1,0,3,2,40-15,1,15,1,0,,1,2,RF,4 f28 f3 s3 f3 b2 f2 s3 b3 s3 f1 f1 f1 f1 f3 s3n@,,,4f28f3s3f3b2f2s3b3s3f1f1f1f1f3s3n@,,0,,4f28f3s3f3b2f2s3b3s3f1f1f1f1f3s3n@,,1,,1,0,4,,f28f3s3f3b2f2s3b3s3f1f1f1f1f3s3n@,False,False,False,False,True,False,f28f3s3f3b2f2s3b3s3f1f1f1f1f3s3n,f28f3s3f3b2f2s3b3s3f1f1f1f1f3s3,ffsfbfsbsfffffs,15,1,1,GM,1,4,2,0,1,0,,,15
25503,20040314,Indian_Wells_Masters,Roger_Federer,Tim_Henman,90,1,0,4,3,15-0,1,17,1,0,,1,2,RF,5 r38 b1 f3 s3 s3 b3 s3d@,,,5r38b1f3s3s3b3s3d@,,0,,5r38b1f3s3s3b3s3d@,,1,,1,0,5,,r38b1f3s3s3b3s3d@,False,False,False,False,True,False,r38b1f3s3s3b3s3d,r38b1f3s3s3b3s3,rbfssbs,7,1,1,30-0,0,4,3,0,1,0,,,7
25514,20040201,Australian_Open,Roger_Federer,Marat_Safin,4,0,0,0,0,30-15,1,1,1,0,,1,2,RF,4 b39 b3 b3d@,,,4b39b3b3d@,,0,,4b39b3b3d@,,1,,1,0,4,,b39b3b3d@,False,False,False,False,True,False,b39b3b3d,b39b3b3,bbb,3,1,1,40-15,0,0,0,0,0,0,,,3
25528,20040201,Australian_Open,Roger_Federer,Marat_Safin,18,0,0,1,2,0-15,1,4,1,0,,2,1,MS,6 f37 f;3 b3 b3 s3 b1 f#,,,6f37f;3b3b3s3b1f#,,0,,6f37f;3b3b3s3b1f#,,1,,1,0,6,,f37f;3b3b3s3b1f#,False,False,False,True,False,False,f37f3b3b3s3b1f,f37f3b3b3s3b1f,ffbbsbf,7,2,1,15-15,0,1,2,0,0,0,,,7
25532,20040201,Australian_Open,Roger_Federer,Marat_Safin,22,0,0,1,2,30-40,1,4,1,0,,2,1,MS,4 b39 f+3 m2 v1*,,,4b39f+3m2v1*,,0,,4b39f+3m2v1*,,1,,1,0,4,,b39f+3m2v1*,False,False,True,False,False,False,b39f3m2v1,b39f3m2v1,bfmv,4,2,1,40-40,0,1,2,0,0,0,,,5
25542,20040201,Australian_Open,Roger_Federer,Marat_Safin,32,0,0,3,2,0-15,1,6,1,0,,2,1,MS,cc4 b29 f3 b2 f1 f2 b3 s3 b3 s3 b1 f1 f3 b1w@,,,4b29f3b2f1f2b3s3b3s3b1f1f3b1w@,,0,,4b29f3b2f1f2b3s3b3s3b1f1f3b1w@,,1,,1,0,4,,b29f3b2f1f2b3s3b3s3b1f1f3b1w@,False,False,False,False,True,False,b29f3b2f1f2b3s3b3s3b1f1f3b1w,b29f3b2f1f2b3s3b3s3b1f1f3b1,bfbffbsbsbffb,13,2,1,15-15,0,3,2,0,0,0,,,13
25553,20040201,Australian_Open,Roger_Federer,Marat_Safin,43,0,0,4,2,15-40,1,7,1,0,,1,2,RF,4 f19 f3 s2 f+1*,,,4f19f3s2f+1*,,0,,4f19f3s2f+1*,,1,,1,0,4,,f19f3s2f+1*,False,False,True,False,False,False,f19f3s2f1,f19f3s2f1,ffsf,4,1,1,30-40,0,4,2,0,0,0,,,5
25558,20040201,Australian_Open,Roger_Federer,Marat_Safin,48,0,0,4,3,40-0,1,8,1,0,,2,1,MS,c4 b38 b1 f1 f1 f1 f+3 s#,,,4b38b1f1f1f1f+3s#,,0,,4b38b1f1f1f1f+3s#,,1,,1,0,4,,b38b1f1f1f1f+3s#,False,False,False,True,False,False,b38b1f1f1f1f3s,b38b1f1f1f1f3s,bbffffs,7,2,1,GM,2,4,4,0,0,0,,,7
25562,20040201,Australian_Open,Roger_Federer,Marat_Safin,52,0,0,4,4,30-15,1,9,1,0,,1,2,RF,4 b29 f2 f+1 f1*,,,4b29f2f+1f1*,,0,,4b29f2f+1f1*,,1,,1,0,4,,b29f2f+1f1*,False,False,True,False,False,False,b29f2f1f1,b29f2f1f1,bfff,4,1,1,40-15,0,4,4,0,0,0,,,5
25569,20040201,Australian_Open,Roger_Federer,Marat_Safin,59,0,0,5,4,40-30,1,10,1,0,,2,1,MS,6 f29 f2 f1 f2 f3 b3 b3w#,,,6f29f2f1f2f3b3b3w#,,0,,6f29f2f1f2f3b3b3w#,,1,,1,0,6,,f29f2f1f2f3b3b3w#,False,False,False,True,False,False,f29f2f1f2f3b3b3w,f29f2f1f2f3b3b3,fffffbb,7,2,1,GM,2,5,5,0,0,0,,,7
25575,20040201,Australian_Open,Roger_Federer,Marat_Safin,65,0,0,5,5,40-30,1,11,1,0,,1,2,RF,6 f39 b1 l3 f3 s3 f+1 f1 v3*,,,6f39b1l3f3s3f+1f1v3*,,0,,6f39b1l3f3s3f+1f1v3*,,1,,1,0,6,,f39b1l3f3s3f+1f1v3*,False,False,True,False,False,False,f39b1l3f3s3f1f1v3,f39b1l3f3s3f1f1v3,fblfsffv,8,1,1,GM,1,6,5,0,0,0,,,9
25580,20040201,Australian_Open,Roger_Federer,Marat_Safin,70,0,0,6,5,15-40,1,12,1,0,,2,1,MS,4 f28 b3 b2 f1 f;3 b3 s3 b3 b3 b2 f3 s3 f+3 b1 v1n#,,,4f28b3b2f1f;3b3s3b3b3b2f3s3f+3b1v1n#,,0,,4f28b3b2f1f;3b3s3b3b3b2f3s3f+3b1v1n#,,1,,1,0,4,,f28b3b2f1f;3b3s3b3b3b2f3s3f+3b1v1n#,False,False,False,True,False,False,f28b3b2f1f3b3s3b3b3b2f3s3f3b1v1n,f28b3b2f1f3b3s3b3b3b2f3s3f3b1v1,fbbffbsbbbfsfbv,15,2,1,30-40,0,6,5,0,0,0,,,15
25594,20040201,Australian_Open,Roger_Federer,Marat_Safin,94,1,0,0,1,40-30,1,15,1,0,,1,2,RF,5 f38 f3 m3d#,,,5f38f3m3d#,,0,,5f38f3m3d#,,1,,1,0,5,,f38f3m3d#,False,False,False,True,False,False,f38f3m3d,f38f3m3,ffm,3,1,1,GM,1,1,1,0,1,0,,,3
25614,20040201,Australian_Open,Roger_Federer,Marat_Safin,114,1,0,3,2,15-0,1,19,1,0,,1,2,RF,4 s27 f+1 l2#,,,4s27f+1l2#,,0,,4s27f+1l2#,,1,,1,0,4,,s27f+1l2#,False,False,False,True,False,False,s27f1l2,s27f1l2,sfl,3,1,1,30-0,0,3,2,0,1,0,,,3
25633,20040201,Australian_Open,Roger_Federer,Marat_Safin,133,1,0,5,3,15-40,1,22,1,0,,2,1,MS,6 b39 b2 f3 b3 b2 b1 f3 b3 b2 f2 f1d@,,,6b39b2f3b3b2b1f3b3b2f2f1d@,,0,,6b39b2f3b3b2b1f3b3b2f2f1d@,,1,,1,0,6,,b39b2f3b3b2b1f3b3b2f2f1d@,False,False,False,False,True,False,b39b2f3b3b2b1f3b3b2f2f1d,b39b2f3b3b2b1f3b3b2f2f1,bbfbbbfbbff,11,2,1,30-40,0,5,3,0,1,0,,,11
25634,20040201,Australian_Open,Roger_Federer,Marat_Safin,134,1,0,5,3,30-40,1,22,1,0,,2,1,MS,5 s39 b2 b1w@,,,5s39b2b1w@,,0,,5s39b2b1w@,,1,,1,0,5,,s39b2b1w@,False,False,False,False,True,False,s39b2b1w,s39b2b1,sbb,3,2,1,40-40,0,5,3,0,1,0,,,3
25642,20040201,Australian_Open,Roger_Federer,Marat_Safin,142,1,0,5,4,15-0,1,23,1,0,,1,2,RF,4 b28 f1 f2n@,,,4b28f1f2n@,,0,,4b28f1f2n@,,1,,1,0,4,,b28f1f2n@,False,False,False,False,True,False,b28f1f2n,b28f1f2,bff,3,1,1,30-0,0,5,4,0,1,0,,,3
25648,20040201,Australian_Open,Roger_Federer,Marat_Safin,148,2,0,0,0,15-30,1,24,1,0,,2,1,MS,4 s29 f+1 l#,,,4s29f+1l#,,0,,4s29f+1l#,,1,,1,0,4,,s29f+1l#,False,False,False,True,False,False,s29f1l,s29f1l,sfl,3,2,1,30-30,0,0,0,0,2,0,,,3
25658,20040201,Australian_Open,Roger_Federer,Marat_Safin,158,2,0,0,1,40-0,1,25,1,0,,1,2,RF,4 b37 b2 f1 f1*,,,4b37b2f1f1*,,0,,4b37b2f1f1*,,1,,1,0,4,,b37b2f1f1*,False,False,True,False,False,False,b37b2f1f1,b37b2f1f1,bbff,4,1,1,GM,1,1,1,0,2,0,,,5
25662,20040201,Australian_Open,Roger_Federer,Marat_Safin,162,2,0,1,1,0-40,1,26,1,0,,2,1,MS,5 s39 b3 b2 f3 b2 f+2 f2 v3 b3 z1*,,,5s39b3b2f3b2f+2f2v3b3z1*,,0,,5s39b3b2f3b2f+2f2v3b3z1*,,1,,1,0,5,,s39b3b2f3b2f+2f2v3b3z1*,False,False,True,False,False,False,s39b3b2f3b2f2f2v3b3z1,s39b3b2f3b2f2f2v3b3z1,sbbfbffvbz,10,2,1,15-40,0,1,1,0,2,0,,,11
25663,20040201,Australian_Open,Roger_Federer,Marat_Safin,163,2,0,1,1,15-40,1,26,1,0,,2,1,MS,4 f27 f+3 m3d#,,,4f27f+3m3d#,,0,,4f27f+3m3d#,,1,,1,0,4,,f27f+3m3d#,False,False,False,True,False,False,f27f3m3d,f27f3m3,ffm,3,2,1,30-40,0,1,1,0,2,0,,,3
25684,20040201,Australian_Open,Roger_Federer,Marat_Safin,184,2,0,3,1,0-15,1,28,1,0,,2,1,MS,4 b39 b3 f;1d@,,,4b39b3f;1d@,,0,,4b39b3f;1d@,,1,,1,0,4,,b39b3f;1d@,False,False,False,False,True,False,b39b3f1d,b39b3f1,bbf,3,2,1,15-15,0,3,1,0,2,0,,,3
25688,20040201,Australian_Open,Roger_Federer,Marat_Safin,188,2,0,3,1,30-40,1,28,1,0,,2,1,MS,4 s38 b3 b1 f1 r3 b+3 b3 z1 f3 z3*,,,4s38b3b1f1r3b+3b3z1f3z3*,,0,,4s38b3b1f1r3b+3b3z1f3z3*,,1,,1,0,4,,s38b3b1f1r3b+3b3z1f3z3*,False,False,True,False,False,False,s38b3b1f1r3b3b3z1f3z3,s38b3b1f1r3b3b3z1f3z3,sbbfrbbzfz,10,2,1,40-40,0,3,1,0,2,0,,,11
25698,20040201,Australian_Open,Roger_Federer,Marat_Safin,198,2,0,5,1,0-15,1,30,1,0,,2,1,MS,4 b37 b3 b1n@,,,4b37b3b1n@,,0,,4b37b3b1n@,,1,,1,0,4,,b37b3b1n@,False,False,False,False,True,False,b37b3b1n,b37b3b1,bbb,3,2,1,15-15,0,5,1,0,2,0,,,3
25708,20031116,Masters_Cup,Roger_Federer,Andre_Agassi,2,0,0,0,0,15-0,1,1,1,0,,1,2,RF,5 f28 f1*,,,5f28f1*,,0,,5f28f1*,,1,,1,0,5,,f28f1*,False,False,True,False,False,False,f28f1,f28f1,ff,2,1,1,30-0,0,0,0,0,0,0,,,3
25714,20031116,Masters_Cup,Roger_Federer,Andre_Agassi,8,0,0,1,0,30-15,1,2,1,0,,2,1,AA,4 s27 f3*,,,4s27f3*,,0,,4s27f3*,,1,,1,0,4,,s27f3*,False,False,True,False,False,False,s27f3,s27f3,sf,2,2,1,40-15,0,1,0,0,0,0,,,3
25718,20031116,Masters_Cup,Roger_Federer,Andre_Agassi,12,0,0,1,0,AD-40,1,2,1,0,,2,1,AA,4 s27 f-2*,,,4s27f-2*,,0,,4s27f-2*,,1,,1,0,4,,s27f-2*,False,False,True,False,False,False,s27f2,s27f2,sf,2,2,1,GM,2,1,1,0,0,0,,,3
25736,20031116,Masters_Cup,Roger_Federer,Andre_Agassi,30,0,0,4,1,15-0,1,6,1,0,,2,1,AA,4 b37 b1 f1w#,,,4b37b1f1w#,,0,,4b37b1f1w#,,1,,1,0,4,,b37b1f1w#,False,False,False,True,False,False,b37b1f1w,b37b1f1,bbf,3,2,1,30-0,0,4,1,0,0,0,,,3
25746,20031116,Masters_Cup,Roger_Federer,Andre_Agassi,40,0,0,5,2,0-15,1,8,1,0,,2,1,AA,4 b28 f2 f1 f2 f3 s2 f+1 f1*,,,4b28f2f1f2f3s2f+1f1*,,0,,4b28f2f1f2f3s2f+1f1*,,1,,1,0,4,,b28f2f1f2f3s2f+1f1*,False,False,True,False,False,False,b28f2f1f2f3s2f1f1,b28f2f1f2f3s2f1f1,bffffsff,8,2,1,15-15,0,5,2,0,0,0,,,9
25749,20031116,Masters_Cup,Roger_Federer,Andre_Agassi,43,0,0,5,2,40-15,1,8,1,0,,2,1,AA,5 s39 b1 f1 f2 b2 b2 f3n@,,,5s39b1f1f2b2b2f3n@,,0,,5s39b1f1f2b2b2f3n@,,1,,1,0,5,,s39b1f1f2b2b2f3n@,False,False,False,False,True,False,s39b1f1f2b2b2f3n,s39b1f1f2b2b2f3,sbffbbf,7,2,1,GM,2,5,3,0,0,0,,,7
