,match_id,Tournament,P1,P2,Pt,Set1,Set2,Gm1,Gm2,Pts,SrvDceSide,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stNoLet,2ndNoLet,1stSV,2ndSV,1stNoSV,2ndNoSV,1stIn,2ndIn,isRally1st,isRally2nd,Sv1,Sv2,Rally,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,rallyNoSpec,rallyNoError,rallyNoDirection,rallyLen,PtWinner,isSvrWinner,PtsAfter,GmW,Gm1.1,Gm2.1,SetW,Set1.1,Set2.1,RevTB,TBrev,rallyCount
11,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,12,0,0,1,0,40-30,1,2,1,0,,2,1,JMD,4 b18 f1 f3 b3 b1 f2 f1w@,,,4b18f1f3b3b1f2f1w@,,0,,4b18f1f3b3b1f2f1w@,,1,,1,0,4,,b18f1f3b3b1f2f1w@,False,False,False,False,True,False,b18f1f3b3b1f2f1w,b18f1f3b3b1f2f1,bffbbff,7,2,1,GM,2,1,1,0,0,0,,,7
17,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,18,0,0,1,1,40-30,1,3,1,0,,1,2,RF,6 f;28 f2 f3 s3 s3 f2 b2n@,,,6f;28f2f3s3s3f2b2n@,,0,,6f;28f2f3s3s3f2b2n@,,1,,1,0,6,,f;28f2f3s3s3f2b2n@,False,False,False,False,True,False,f28f2f3s3s3f2b2n,f28f2f3s3s3f2b2,fffssfb,7,1,1,GM,1,2,1,0,0,0,,,7
36,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,37,0,0,2,4,15-0,1,7,1,0,,1,2,RF,4+ s27 f1*,,,4+s27f1*,,1,,4s27f1*,,1,,1,0,4,,s27f1*,False,False,True,False,False,False,s27f1,s27f1,sf,2,1,1,30-0,0,2,4,0,0,0,,,3
52,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,53,0,0,4,5,15-0,1,10,1,0,,2,1,JMD,4 s38 f1 f1 f3 b2 b2 b2 f3*,,,4s38f1f1f3b2b2b2f3*,,0,,4s38f1f1f3b2b2b2f3*,,1,,1,0,4,,s38f1f1f3b2b2b2f3*,False,False,True,False,False,False,s38f1f1f3b2b2b2f3,s38f1f1f3b2b2b2f3,sfffbbbf,8,2,1,30-0,0,4,5,0,0,0,,,9
54,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,55,0,0,4,5,40-0,1,10,1,0,,2,1,JMD,4 s38 b1 f1w#,,,4s38b1f1w#,,0,,4s38b1f1w#,,1,,1,0,4,,s38b1f1w#,False,False,False,True,False,False,s38b1f1w,s38b1f1,sbf,3,2,1,GM,2,4,6,2,0,1,,,3
73,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,74,0,1,1,1,40-30,1,13,1,0,,1,2,RF,4+ s37 z3*,,,4+s37z3*,,1,,4s37z3*,,1,,1,0,4,,s37z3*,False,False,True,False,False,False,s37z3,s37z3,sz,2,1,1,GM,1,2,1,0,0,1,,,3
75,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,76,0,1,2,1,15-0,1,14,1,0,,2,1,JMD,4 s37 f3 s2n#,,,4s37f3s2n#,,0,,4s37f3s2n#,,1,,1,0,4,,s37f3s2n#,False,False,False,True,False,False,s37f3s2n,s37f3s2,sfs,3,2,1,30-0,0,2,1,0,0,1,,,3
83,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,84,0,1,2,2,40-30,1,15,1,0,,1,2,RF,5 f38 b3 b3w@,,,5f38b3b3w@,,0,,5f38b3b3w@,,1,,1,0,5,,f38b3b3w@,False,False,False,False,True,False,f38b3b3w,f38b3b3,fbb,3,1,1,GM,1,3,2,0,0,1,,,3
85,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,86,0,1,3,2,0-15,1,16,1,0,,2,1,JMD,6 f17 f2 b3w@,,,6f17f2b3w@,,0,,6f17f2b3w@,,1,,1,0,6,,f17f2b3w@,False,False,False,False,True,False,f17f2b3w,f17f2b3,ffb,3,2,1,15-15,0,3,2,0,0,1,,,3
87,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,88,0,1,3,2,15-30,1,16,1,0,,2,1,JMD,4 b38 f1*,,,4b38f1*,,0,,4b38f1*,,1,,1,0,4,,b38f1*,False,False,True,False,False,False,b38f1,b38f1,bf,2,2,1,30-30,0,3,2,0,0,1,,,3
89,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,90,0,1,3,2,40-30,1,16,1,0,,2,1,JMD,4 b28 f1 f1 f2 f-1n@,,,4b28f1f1f2f-1n@,,0,,4b28f1f1f2f-1n@,,1,,1,0,4,,b28f1f1f2f-1n@,False,False,False,False,True,False,b28f1f1f2f1n,b28f1f1f2f1,bffff,5,2,1,GM,2,3,3,0,0,1,,,5
93,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,94,0,1,3,3,30-15,1,17,1,0,,1,2,RF,4 s27 f-3*,,,4s27f-3*,,0,,4s27f-3*,,1,,1,0,4,,s27f-3*,False,False,True,False,False,False,s27f3,s27f3,sf,2,1,1,40-15,0,3,3,0,0,1,,,3
102,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,103,0,1,4,4,0-15,1,19,1,0,,1,2,RF,4 s38 f1 f2u3*,,,4s38f1f2u3*,,0,,4s38f1f2u3*,,1,,1,0,4,,s38f1f2u3*,False,False,True,False,False,False,s38f1f2u3,s38f1f2u3,sffu,4,1,1,15-15,0,4,4,0,0,1,,,5
106,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,107,0,1,4,4,40-30,1,19,1,0,,1,2,RF,6 f17 f3*,,,6f17f3*,,0,,6f17f3*,,1,,1,0,6,,f17f3*,False,False,True,False,False,False,f17f3,f17f3,ff,2,1,1,GM,1,5,4,0,0,1,,,3
112,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,113,0,1,5,4,30-40,1,20,1,0,,2,1,JMD,4 s28 f1 f1w@,,,4s28f1f1w@,,0,,4s28f1f1w@,,1,,1,0,4,,s28f1f1w@,False,False,False,False,True,False,s28f1f1w,s28f1f1,sff,3,2,1,40-40,0,5,4,0,0,1,,,3
136,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,155,1,1,0,0,AD-40,1,24,1,0,,2,1,JMD,4 s38 f1 f3w#,,,4s38f1f3w#,,0,,4s38f1f3w#,,1,,1,0,4,,s38f1f3w#,False,False,False,True,False,False,s38f1f3w,s38f1f3,sff,3,2,1,GM,2,0,1,0,1,1,,,3
142,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,161,1,1,0,1,40-30,1,25,1,0,,1,2,RF,4+ b27 i2 r-1 r3*,,,4+b27i2r-1r3*,,1,,4b27i2r-1r3*,,1,,1,0,4,,b27i2r-1r3*,False,False,True,False,False,False,b27i2r1r3,b27i2r1r3,birr,4,1,1,GM,1,1,1,0,1,1,,,5
144,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,163,1,1,1,1,15-0,1,26,1,0,,2,1,JMD,4 s29 f1*,,,4s29f1*,,0,,4s29f1*,,1,,1,0,4,,s29f1*,False,False,True,False,False,False,s29f1,s29f1,sf,2,2,1,30-0,0,1,1,0,1,1,,,3
150,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,169,1,1,1,2,15-0,1,27,1,0,,1,2,RF,4+ b37y1 r2 z2*,,,4+b37y1r2z2*,,1,,4b37y1r2z2*,,1,,1,0,4,,b37y1r2z2*,False,False,True,False,False,False,b37y1r2z2,b37y1r2z2,byrz,4,1,1,30-0,0,1,2,0,1,1,,,5
152,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,171,1,1,1,2,30-15,1,27,1,0,,1,2,RF,4 b27 f1 r3 f1*,,,4b27f1r3f1*,,0,,4b27f1r3f1*,,1,,1,0,4,,b27f1r3f1*,False,False,True,False,False,False,b27f1r3f1,b27f1r3f1,bfrf,4,1,1,40-15,0,1,2,0,1,1,,,5
153,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,172,1,1,1,2,40-15,1,27,1,0,,1,2,RF,4 f27 f3*,,,4f27f3*,,0,,4f27f3*,,1,,1,0,4,,f27f3*,False,False,True,False,False,False,f27f3,f27f3,ff,2,1,1,GM,1,2,2,0,1,1,,,3
172,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,191,1,1,3,4,30-15,1,31,1,0,,1,2,RF,6 f27 f1*,,,6f27f1*,,0,,6f27f1*,,1,,1,0,6,,f27f1*,False,False,True,False,False,False,f27f1,f27f1,ff,2,1,1,40-15,0,3,4,0,1,1,,,3
177,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,196,1,1,4,4,15-30,1,32,1,0,,2,1,JMD,c6 f;28 f3 s#,,,6f;28f3s#,,0,,6f;28f3s#,,1,,1,0,6,,f;28f3s#,False,False,False,True,False,False,f28f3s,f28f3s,ffs,3,2,1,30-30,0,4,4,0,1,1,,,3
179,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,198,1,1,4,4,30-40,1,32,1,0,,2,1,JMD,4 s37 f1*,,,4s37f1*,,0,,4s37f1*,,1,,1,0,4,,s37f1*,False,False,True,False,False,False,s37f1,s37f1,sf,2,2,1,40-40,0,4,4,0,1,1,,,3
195,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,214,1,1,5,5,15-0,1,34,1,0,,2,1,JMD,6 f39 b3 f3n@,,,6f39b3f3n@,,0,,6f39b3f3n@,,1,,1,0,6,,f39b3f3n@,False,False,False,False,True,False,f39b3f3n,f39b3f3,fbf,3,2,1,30-0,0,5,5,0,1,1,,,3
204,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,2,0,0,0,0,15-0,1,1,1,0,,1,2,RF,4 b2 f-1*,,,4b2f-1*,,0,,4b2f-1*,,1,,1,0,4,,b2f-1*,False,False,True,False,False,False,b2f1,b2f1,bf,2,1,1,30-0,0,0,0,0,0,0,,,3
207,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,5,0,0,0,0,40-15,1,1,1,0,,1,2,RF,6 b3 b3 b1 v1*,,,6b3b3b1v1*,,0,,6b3b3b1v1*,,1,,1,0,6,,b3b3b1v1*,False,False,True,False,False,False,b3b3b1v1,b3b3b1v1,bbbv,4,1,1,GM,1,1,0,0,0,0,,,5
215,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,13,0,0,1,0,AD-40,1,2,1,0,,2,1,PK,5 b2 f1 f1 f3 s1 f1 f1 f2 f3 b2 f2 f2 s2 s1 f3 s2 f3x@,,,5b2f1f1f3s1f1f1f2f3b2f2f2s2s1f3s2f3x@,,0,,5b2f1f1f3s1f1f1f2f3b2f2f2s2s1f3s2f3x@,,1,,1,0,5,,b2f1f1f3s1f1f1f2f3b2f2f2s2s1f3s2f3x@,False,False,False,False,True,False,b2f1f1f3s1f1f1f2f3b2f2f2s2s1f3s2f3x,b2f1f1f3s1f1f1f2f3b2f2f2s2s1f3s2f3,bfffsffffbffssfsf,17,2,1,GM,2,1,1,0,0,0,,,17
219,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,17,0,0,1,1,40-0,1,3,1,0,,1,2,RF,6 f3 j2 m2 o3*,,,6f3j2m2o3*,,0,,6f3j2m2o3*,,1,,1,0,6,,f3j2m2o3*,False,False,True,False,False,False,f3j2m2o3,f3j2m2o3,fjmo,4,1,1,GM,1,2,1,0,0,0,,,5
227,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,25,0,0,2,2,15-0,1,5,1,0,,1,2,RF,6 f3 f-3*,,,6f3f-3*,,0,,6f3f-3*,,1,,1,0,6,,f3f-3*,False,False,True,False,False,False,f3f3,f3f3,ff,2,1,1,30-0,0,2,2,0,0,0,,,3
231,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,29,0,0,2,2,40-30,1,5,1,0,,1,2,RF,4 s3 f-3*,,,4s3f-3*,,0,,4s3f-3*,,1,,1,0,4,,s3f-3*,False,False,True,False,False,False,s3f3,s3f3,sf,2,1,1,GM,1,3,2,0,0,0,,,3
235,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,33,0,0,3,2,30-15,1,6,1,0,,2,1,PK,6 f2 f3 b1w@,,,6f2f3b1w@,,0,,6f2f3b1w@,,1,,1,0,6,,f2f3b1w@,False,False,False,False,True,False,f2f3b1w,f2f3b1,ffb,3,2,1,40-15,0,3,2,0,0,0,,,3
241,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,39,0,0,3,3,40-15,1,7,1,0,,1,2,RF,6 b2 f-1*,,,6b2f-1*,,0,,6b2f-1*,,1,,1,0,6,,b2f-1*,False,False,True,False,False,False,b2f1,b2f1,bf,2,1,1,GM,1,4,3,0,0,0,,,3
249,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,47,0,0,4,4,15-0,1,9,1,0,,1,2,RF,4+ b2 v1*,,,4+b2v1*,,1,,4b2v1*,,1,,1,0,4,,b2v1*,False,False,True,False,False,False,b2v1,b2v1,bv,2,1,1,30-0,0,4,4,0,0,0,,,3
253,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,51,0,0,5,4,0-15,1,10,1,0,,2,1,PK,5 s3 f3 b3n@,,,5s3f3b3n@,,0,,5s3f3b3n@,,1,,1,0,5,,s3f3b3n@,False,False,False,False,True,False,s3f3b3n,s3f3b3,sfb,3,2,1,15-15,0,5,4,0,0,0,,,3
266,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,64,0,0,6,5,30-40,1,12,1,0,,2,1,PK,5 s2 f+1 f1w#,,,5s2f+1f1w#,,0,,5s2f+1f1w#,,1,,1,0,5,,s2f+1f1w#,False,False,False,True,False,False,s2f1f1w,s2f1f1,sff,3,2,1,40-40,0,6,5,0,0,0,,,3
285,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,101,1,0,1,1,15-40,1,16,1,0,,2,1,PK,6 b2 f-3*,,,6b2f-3*,,0,,6b2f-3*,,1,,1,0,6,,b2f-3*,False,False,True,False,False,False,b2f3,b2f3,bf,2,2,1,30-40,0,1,1,0,1,0,,,3
286,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,102,1,0,1,1,30-40,1,16,1,0,,2,1,PK,4 s2 f3*,,,4s2f3*,,0,,4s2f3*,,1,,1,0,4,,s2f3*,False,False,True,False,False,False,s2f3,s2f3,sf,2,2,1,40-40,0,1,1,0,1,0,,,3
301,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,117,1,0,2,2,40-15,1,18,1,0,,2,1,PK,4 f1 f2 b2n#,,,4f1f2b2n#,,0,,4f1f2b2n#,,1,,1,0,4,,f1f2b2n#,False,False,False,True,False,False,f1f2b2n,f1f2b2,ffb,3,2,1,GM,2,2,3,0,1,0,,,3
319,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,135,1,0,4,4,0-15,1,22,1,0,,2,1,PK,4 b2 f3*,,,4b2f3*,,0,,4b2f3*,,1,,1,0,4,,b2f3*,False,False,True,False,False,False,b2f3,b2f3,bf,2,2,1,15-15,0,4,4,0,1,0,,,3
326,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,142,1,0,4,5,40-0,1,23,1,0,,1,2,RF,4 b2 f2 r2n#,,,4b2f2r2n#,,0,,4b2f2r2n#,,1,,1,0,4,,b2f2r2n#,False,False,False,True,False,False,b2f2r2n,b2f2r2,bfr,3,1,1,GM,1,5,5,0,1,0,,,3
330,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,146,1,0,5,5,15-30,1,24,1,0,,2,1,PK,4 b2 f1 f2 f2 b2 f1*,,,4b2f1f2f2b2f1*,,0,,4b2f1f2f2b2f1*,,1,,1,0,4,,b2f1f2f2b2f1*,False,False,True,False,False,False,b2f1f2f2b2f1,b2f1f2f2b2f1,bfffbf,6,2,1,30-30,0,5,5,0,1,0,,,7
334,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,150,1,0,5,5,40-AD,1,24,1,0,,2,1,PK,c4 b2 f1 f2 f3 s2 z3 b1 v1*,,,4b2f1f2f3s2z3b1v1*,,0,,4b2f1f2f3s2z3b1v1*,,1,,1,0,4,,b2f1f2f3s2z3b1v1*,False,False,True,False,False,False,b2f1f2f3s2z3b1v1,b2f1f2f3s2z3b1v1,bfffszbv,8,2,1,40-40,0,5,5,0,1,0,,,9
345,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,2,0,0,0,0,0-15,1,1,1,0,,1,2,RF,6 f37 f+3 b2 v1*,,,6f37f+3b2v1*,,0,,6f37f+3b2v1*,,1,,1,0,6,,f37f+3b2v1*,False,False,True,False,False,False,f37f3b2v1,f37f3b2v1,ffbv,4,1,1,15-15,0,0,0,0,0,0,,,5
351,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,8,0,0,1,0,0-15,1,2,1,0,,2,1,MF,4 s27 f+1*,,,4s27f+1*,,0,,4s27f+1*,,1,,1,0,4,,s27f+1*,False,False,True,False,False,False,s27f1,s27f1,sf,2,2,1,15-15,0,1,0,0,0,0,,,3
353,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,10,0,0,1,0,15-30,1,2,1,0,,2,1,MF,4 b37 f3 b3 b2 b3!@,,,4b37f3b3b2b3!@,,0,,4b37f3b3b2b3!@,,1,,1,0,4,,b37f3b3b2b3!@,False,False,False,False,True,False,b37f3b3b2b3!,b37f3b3b2b3,bfbbb,5,2,1,30-30,0,1,0,0,0,0,,,5
359,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,16,0,0,1,1,15-30,1,3,1,0,,1,2,RF,5 f27 f+1 r3 z3*,,Nice forehand!,5f27f+1r3z3*,,0,,5f27f+1r3z3*,,1,,1,0,5,,f27f+1r3z3*,False,False,True,False,False,False,f27f1r3z3,f27f1r3z3,ffrz,4,1,1,30-30,0,1,1,0,0,0,,,5
368,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,25,0,0,2,2,15-0,1,5,1,0,,1,2,RF,6 f27 f+3 m1 o3*,,,6f27f+3m1o3*,,0,,6f27f+3m1o3*,,1,,1,0,6,,f27f+3m1o3*,False,False,True,False,False,False,f27f3m1o3,f27f3m1o3,ffmo,4,1,1,30-0,0,2,2,0,0,0,,,5
386,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,43,0,0,3,3,15-0,1,7,1,0,,1,2,RF,4 b27 f+1 f1 v2*,,,4b27f+1f1v2*,,0,,4b27f+1f1v2*,,1,,1,0,4,,b27f+1f1v2*,False,False,True,False,False,False,b27f1f1v2,b27f1f1v2,bffv,4,1,1,30-0,0,3,3,0,0,0,,,5
388,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,45,0,0,3,3,30-15,1,7,1,0,,1,2,RF,6 r29 f1 r3x#,,,6r29f1r3x#,,0,,6r29f1r3x#,,1,,1,0,6,,r29f1r3x#,False,False,False,True,False,False,r29f1r3x,r29f1r3,rfr,3,1,1,40-15,0,3,3,0,0,0,,,3
412,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,69,1,0,1,0,30-15,1,12,1,0,,2,1,MF,cc4 s37 b3 b2n@,,,4s37b3b2n@,,0,,4s37b3b2n@,,1,,1,0,4,,s37b3b2n@,False,False,False,False,True,False,s37b3b2n,s37b3b2,sbb,3,2,1,40-15,0,1,0,0,1,0,,,3
413,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,70,1,0,1,0,40-15,1,12,1,0,,2,1,MF,5 b28 b1 r3n#,,,5b28b1r3n#,,0,,5b28b1r3n#,,1,,1,0,5,,b28b1r3n#,False,False,False,True,False,False,b28b1r3n,b28b1r3,bbr,3,2,1,GM,2,1,1,0,1,0,,,3
417,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,74,1,0,1,1,40-0,1,13,1,0,,1,2,RF,4 b37 b+2 b2 v1 f2 v2 m2 o1*,,,4b37b+2b2v1f2v2m2o1*,,0,,4b37b+2b2v1f2v2m2o1*,,1,,1,0,4,,b37b+2b2v1f2v2m2o1*,False,False,True,False,False,False,b37b2b2v1f2v2m2o1,b37b2b2v1f2v2m2o1,bbbvfvmo,8,1,1,GM,1,2,1,0,1,0,,,9
423,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,80,1,0,2,1,30-40,1,14,1,0,,2,1,MF,5 f19 f2 b3 s3 z+1n@,,Federer too impatient here.,5f19f2b3s3z+1n@,,0,,5f19f2b3s3z+1n@,,1,,1,0,5,,f19f2b3s3z+1n@,False,False,False,False,True,False,f19f2b3s3z1n,f19f2b3s3z1,ffbsz,5,2,1,40-40,0,2,1,0,1,0,,,5
433,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,90,1,0,3,2,0-15,1,16,1,0,,2,1,MF,4 s28 f3 s3 f1 f1 f+3 b1 v1*,,,4s28f3s3f1f1f+3b1v1*,,0,,4s28f3s3f1f1f+3b1v1*,,1,,1,0,4,,s28f3s3f1f1f+3b1v1*,False,False,True,False,False,False,s28f3s3f1f1f3b1v1,s28f3s3f1f1f3b1v1,sfsfffbv,8,2,1,15-15,0,3,2,0,1,0,,,9
445,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,102,1,0,4,3,15-30,1,18,1,0,,2,1,MF,6 f28 f1 f1 f3 s2 f+3 s3 z3 m3d#,,Fucsovics places the volley on the line that's what it takes to force the error.,6f28f1f1f3s2f+3s3z3m3d#,,0,,6f28f1f1f3s2f+3s3z3m3d#,,1,,1,0,6,,f28f1f1f3s2f+3s3z3m3d#,False,False,False,True,False,False,f28f1f1f3s2f3s3z3m3d,f28f1f1f3s2f3s3z3m3,ffffsfszm,9,2,1,30-30,0,4,3,0,1,0,,,9
451,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,108,1,0,4,4,30-15,1,19,1,0,,1,2,RF,5 f39 f2 f3 b3 b3 b3 b1 f3 b2 b1 f3 b2 f!@,,,5f39f2f3b3b3b3b1f3b2b1f3b2f!@,,0,,5f39f2f3b3b3b3b1f3b2b1f3b2f!@,,1,,1,0,5,,f39f2f3b3b3b3b1f3b2b1f3b2f!@,False,False,False,False,True,False,f39f2f3b3b3b3b1f3b2b1f3b2f!,f39f2f3b3b3b3b1f3b2b1f3b2f,fffbbbbfbbfbf,13,1,1,40-15,0,4,4,0,1,0,,,13
456,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,113,1,0,5,4,15-30,1,20,1,0,,2,1,MF,4 s38 f1*,,,4s38f1*,,0,,4s38f1*,,1,,1,0,4,,s38f1*,False,False,True,False,False,False,s38f1,s38f1,sf,2,2,1,30-30,0,5,4,0,1,0,,,3
458,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,115,1,0,5,4,40-30,1,20,1,0,,2,1,MF,6 f;17 f+3 b3 z1 f3n#,,,6f;17f+3b3z1f3n#,,0,,6f;17f+3b3z1f3n#,,1,,1,0,6,,f;17f+3b3z1f3n#,False,False,False,True,False,False,f17f3b3z1f3n,f17f3b3z1f3,ffbzf,5,2,1,GM,2,5,5,0,1,0,,,5
463,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,120,1,0,5,5,40-15,1,21,1,0,,1,2,RF,4 f28 f3 s2 f3 b2 f1 l3w#,,,4f28f3s2f3b2f1l3w#,,0,,4f28f3s2f3b2f1l3w#,,1,,1,0,4,,f28f3s2f3b2f1l3w#,False,False,False,True,False,False,f28f3s2f3b2f1l3w,f28f3s2f3b2f1l3,ffsfbfl,7,1,1,GM,1,6,5,0,1,0,,,7
467,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,124,1,0,6,5,15-30,1,22,1,0,,2,1,MF,6 f28 f+3 s2 v1*,,,6f28f+3s2v1*,,0,,6f28f+3s2v1*,,1,,1,0,6,,f28f+3s2v1*,False,False,True,False,False,False,f28f3s2v1,f28f3s2v1,ffsv,4,2,1,30-30,0,6,5,0,1,0,,,5
469,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,126,1,0,6,5,30-40,1,22,1,0,,2,1,MF,4 b39 f1 f1 f3 b1 f3 b3 b3 b3 s3 f1d@,,,4b39f1f1f3b1f3b3b3b3s3f1d@,,0,,4b39f1f1f3b1f3b3b3b3s3f1d@,,1,,1,0,4,,b39f1f1f3b1f3b3b3b3s3f1d@,False,False,False,False,True,False,b39f1f1f3b1f3b3b3b3s3f1d,b39f1f1f3b1f3b3b3b3s3f1,bfffbfbbbsf,11,2,1,40-40,0,6,5,0,1,0,,,11
492,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,159,2,0,2,0,30-15,1,26,1,0,,2,1,MF,4 b37 b+1*,,,4b37b+1*,,0,,4b37b+1*,,1,,1,0,4,,b37b+1*,False,False,True,False,False,False,b37b1,b37b1,bb,2,2,1,40-15,0,2,0,0,2,0,,,3
511,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,178,2,0,4,1,40-15,1,29,1,0,,1,2,RF,5 b39 b2 f1 f3y1 f+3*,,Fucsovics attempts to troll Federer with his own weapon but Fed's too smart for that.,5b39b2f1f3y1f+3*,,0,,5b39b2f1f3y1f+3*,,1,,1,0,5,,b39b2f1f3y1f+3*,False,False,True,False,False,False,b39b2f1f3y1f3,b39b2f1f3y1f3,bbffyf,6,1,1,GM,1,5,1,0,2,0,,,7
524,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,2,0,0,0,0,15-0,1,1,1,0,,1,2,RF,6 f38 b3 b3 f2 f2 f2 b2 f1 f3 b1 f3 b2 f1d@,,,6f38b3b3f2f2f2b2f1f3b1f3b2f1d@,,0,,6f38b3b3f2f2f2b2f1f3b1f3b2f1d@,,1,,1,0,6,,f38b3b3f2f2f2b2f1f3b1f3b2f1d@,False,False,False,False,True,False,f38b3b3f2f2f2b2f1f3b1f3b2f1d,f38b3b3f2f2f2b2f1f3b1f3b2f1,fbbfffbffbfbf,13,1,1,30-0,0,0,0,0,0,0,,,13
528,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,6,0,0,1,0,15-0,1,2,1,0,,2,1,RG,6 f29 f3 b2 f3 b3n@,,,6f29f3b2f3b3n@,,0,,6f29f3b2f3b3n@,,1,,1,0,6,,f29f3b2f3b3n@,False,False,False,False,True,False,f29f3b2f3b3n,f29f3b2f3b3,ffbfb,5,2,1,30-0,0,1,0,0,0,0,,,5
536,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,14,0,0,1,1,40-30,1,3,1,0,,1,2,RF,4 s39 f1 r1 j+1 f3n#,,,4s39f1r1j+1f3n#,,0,,4s39f1r1j+1f3n#,,1,,1,0,4,,s39f1r1j+1f3n#,False,False,False,True,False,False,s39f1r1j1f3n,s39f1r1j1f3,sfrjf,5,1,1,GM,1,2,1,0,0,0,,,5
538,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,16,0,0,2,1,0-15,1,4,1,0,,2,1,RG,6 f28 f3 s3 b3 f3 b3 s1w#,,Gasquet's first backhand lands on the baseline giving him an opening to win the point with the next shot.,6f28f3s3b3f3b3s1w#,,0,,6f28f3s3b3f3b3s1w#,,1,,1,0,6,,f28f3s3b3f3b3s1w#,False,False,False,True,False,False,f28f3s3b3f3b3s1w,f28f3s3b3f3b3s1,ffsbfbs,7,2,1,15-15,0,2,1,0,0,0,,,7
