,match_id,Tournament,P1,P2,Pt,Set1,Set2,Gm1,Gm2,Pts,SrvDceSide,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stNoLet,2ndNoLet,1stSV,2ndSV,1stNoSV,2ndNoSV,1stIn,2ndIn,isRally1st,isRally2nd,Sv1,Sv2,Rally,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,rallyNoSpec,rallyNoError,rallyNoDirection,rallyLen,PtWinner,isSvrWinner,PtsAfter,GmW,Gm1.1,Gm2.1,SetW,Set1.1,Set2.1,RevTB,TBrev,rallyCount
8,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,9,0,0,1,0,0-30,0,2,1,0,,2,1,JMD,c5 b17 f+3 b2 z3 b1 v3 b1n#,,,5b17f+3b2z3b1v3b1n#,,0,,5b17f+3b2z3b1v3b1n#,,1,,1,0,5,,b17f+3b2z3b1v3b1n#,False,False,False,True,False,False,b17f3b2z3b1v3b1n,b17f3b2z3b1v3b1,bfbzbvb,7,2,1,15-30,0,1,0,0,0,0,,,7
33,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,34,0,0,2,3,40-40,0,6,1,0,,2,1,JMD,6 s27 f1*,,,6s27f1*,,0,,6s27f1*,,1,,1,0,6,,s27f1*,False,False,True,False,False,False,s27f1,s27f1,sf,2,2,1,AD-40,0,2,3,0,0,0,,,3
41,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,42,0,0,2,4,40-40,0,7,1,0,,1,2,RF,4 f18 f2 s2 b2 f1 f3 s2 f1 f2 f+3*,,,4f18f2s2b2f1f3s2f1f2f+3*,,0,,4f18f2s2b2f1f3s2f1f2f+3*,,1,,1,0,4,,f18f2s2b2f1f3s2f1f2f+3*,False,False,True,False,False,False,f18f2s2b2f1f3s2f1f2f3,f18f2s2b2f1f3s2f1f2f3,ffsbffsfff,10,1,1,AD-40,0,2,4,0,0,0,,,11
47,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,48,0,0,3,5,0-0,0,9,1,0,,1,2,RF,4 f18 f2 s2 f+3 m2d#,,,4f18f2s2f+3m2d#,,0,,4f18f2s2f+3m2d#,,1,,1,0,4,,f18f2s2f+3m2d#,False,False,False,True,False,False,f18f2s2f3m2d,f18f2s2f3m2,ffsfm,5,1,1,15-0,0,3,5,0,0,0,,,5
51,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,52,0,0,4,5,0-0,0,10,1,0,,2,1,JMD,6 b28 f2 f2 f1 f2d#,,,6b28f2f2f1f2d#,,0,,6b28f2f2f1f2d#,,1,,1,0,6,,b28f2f2f1f2d#,False,False,False,True,False,False,b28f2f2f1f2d,b28f2f2f1f2,bffff,5,2,1,15-0,0,4,5,0,0,0,,,5
57,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,58,0,1,0,0,0-30,0,11,1,0,,1,2,RF,4 f17 r3*,,,4f17r3*,,0,,4f17r3*,,1,,1,0,4,,f17r3*,False,False,True,False,False,False,f17r3,f17r3,fr,2,1,1,15-30,0,0,0,0,0,1,,,3
61,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,62,0,1,0,0,40-40,0,11,1,0,,1,2,RF,5 b29 f1 f2 f1*,,,5b29f1f2f1*,,0,,5b29f1f2f1*,,1,,1,0,5,,b29f1f2f1*,False,False,True,False,False,False,b29f1f2f1,b29f1f2f1,bfff,4,1,1,AD-40,0,0,0,0,0,1,,,5
65,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,66,0,1,1,0,15-15,0,12,1,0,,2,1,JMD,5 s28 f1 f3w#,,,5s28f1f3w#,,0,,5s28f1f3w#,,1,,1,0,5,,s28f1f3w#,False,False,False,True,False,False,s28f1f3w,s28f1f3,sff,3,2,1,30-15,0,1,0,0,0,1,,,3
88,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,89,0,1,3,2,30-30,0,16,1,0,,2,1,JMD,5 b29 f3 b1 f1 f2 b3 b3 s1 f1 f3y3 s3 b2 z1*,,,5b29f3b1f1f2b3b3s1f1f3y3s3b2z1*,,0,,5b29f3b1f1f2b3b3s1f1f3y3s3b2z1*,,1,,1,0,5,,b29f3b1f1f2b3b3s1f1f3y3s3b2z1*,False,False,True,False,False,False,b29f3b1f1f2b3b3s1f1f3y3s3b2z1,b29f3b1f1f2b3b3s1f1f3y3s3b2z1,bfbffbbsffysbz,14,2,1,40-30,0,3,2,0,0,1,,,15
90,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,91,0,1,3,3,0-0,0,17,1,0,,1,2,RF,6 s28 f2 f2 f+3 s2 v3 s1w#,,,6s28f2f2f+3s2v3s1w#,,0,,6s28f2f2f+3s2v3s1w#,,1,,1,0,6,,s28f2f2f+3s2v3s1w#,False,False,False,True,False,False,s28f2f2f3s2v3s1w,s28f2f2f3s2v3s1,sfffsvs,7,1,1,15-0,0,3,3,0,0,1,,,7
103,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,104,0,1,4,4,15-15,0,19,1,0,,1,2,RF,4 f28 f1 f1 f1 f1n@,,,4f28f1f1f1f1n@,,0,,4f28f1f1f1f1n@,,1,,1,0,4,,f28f1f1f1f1n@,False,False,False,False,True,False,f28f1f1f1f1n,f28f1f1f1f1,fffff,5,1,1,30-15,0,4,4,0,0,1,,,5
115,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,116,0,1,5,4,40-40,0,20,1,0,,2,1,JMD,4 f28 f+3 s2 z1*,,,4f28f+3s2z1*,,0,,4f28f+3s2z1*,,1,,1,0,4,,f28f+3s2z1*,False,False,True,False,False,False,f28f3s2z1,f28f3s2z1,ffsz,4,2,1,AD-40,0,5,4,0,0,1,,,5
117,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,118,0,1,5,5,0-0,0,21,1,0,,1,2,RF,4 f28y3 s1 f1*,,,4f28y3s1f1*,,0,,4f28y3s1f1*,,1,,1,0,4,,f28y3s1f1*,False,False,True,False,False,False,f28y3s1f1,f28y3s1f1,fysf,4,1,1,15-0,0,5,5,0,0,1,,,5
121,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,122,0,1,5,5,30-30,0,21,1,0,,1,2,RF,4+ s27 z3*,,,4+s27z3*,,1,,4s27z3*,,1,,1,0,4,,s27z3*,False,False,True,False,False,False,s27z3,s27z3,sz,2,1,1,40-30,0,5,5,0,0,1,,,3
123,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,124,0,1,6,5,0-0,0,22,1,0,,2,1,JMD,4 f;17 f+2 b1 v1*,,Failed Federer challenge,4f;17f+2b1v1*,,0,,4f;17f+2b1v1*,,1,,1,0,4,,f;17f+2b1v1*,False,False,True,False,False,False,f17f2b1v1,f17f2b1v1,ffbv,4,2,1,15-0,0,6,5,0,0,1,,,5
125,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,126,0,1,6,5,30-0,0,22,1,0,,2,1,JMD,c6 s28 f1*,,,6s28f1*,,0,,6s28f1*,,1,,1,0,6,,s28f1*,False,False,True,False,False,False,s28f1,s28f1,sf,2,2,1,40-0,0,6,5,0,0,1,,,3
133,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,152,1,1,0,0,40-40,0,24,1,0,,2,1,JMD,6 s37 s+3 b1n@,,,6s37s+3b1n@,,0,,6s37s+3b1n@,,1,,1,0,6,,s37s+3b1n@,False,False,False,False,True,False,s37s3b1n,s37s3b1,ssb,3,2,1,AD-40,0,0,0,0,1,1,,,3
139,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,158,1,1,0,1,15-15,0,25,1,0,,1,2,RF,4 f27 f1 f1n@,,,4f27f1f1n@,,0,,4f27f1f1n@,,1,,1,0,4,,f27f1f1n@,False,False,False,False,True,False,f27f1f1n,f27f1f1,fff,3,1,1,30-15,0,0,1,0,1,1,,,3
141,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,160,1,1,0,1,30-30,0,25,1,0,,1,2,RF,6 s28u+3*,,,6s28u+3*,,0,,6s28u+3*,,1,,1,0,6,,s28u+3*,False,False,True,False,False,False,s28u3,s28u3,su,2,1,1,40-30,0,0,1,0,1,1,,,3
158,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,177,1,1,2,2,30-30,0,28,1,0,,2,1,JMD,4 f28 s3 f1n@,,,4f28s3f1n@,,0,,4f28s3f1n@,,1,,1,0,4,,f28s3f1n@,False,False,False,False,True,False,f28s3f1n,f28s3f1,fsf,3,2,1,40-30,0,2,2,0,1,1,,,3
160,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,179,1,1,2,3,0-0,0,29,1,0,,1,2,RF,5 b28 f+3 b2 z1 f3 z2*,,,5b28f+3b2z1f3z2*,,0,,5b28f+3b2z1f3z2*,,1,,1,0,5,,b28f+3b2z1f3z2*,False,False,True,False,False,False,b28f3b2z1f3z2,b28f3b2z1f3z2,bfbzfz,6,1,1,15-0,0,2,3,0,1,1,,,7
165,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,184,1,1,3,3,0-0,0,30,1,0,,2,1,JMD,4 f28 f+3 b3n#,,,4f28f+3b3n#,,0,,4f28f+3b3n#,,1,,1,0,4,,f28f+3b3n#,False,False,False,True,False,False,f28f3b3n,f28f3b3,ffb,3,2,1,15-0,0,3,3,0,1,1,,,3
169,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,188,1,1,3,4,0-0,0,31,1,0,,1,2,RF,4 f28 f3 b2 f2 f3 b1*,,,4f28f3b2f2f3b1*,,0,,4f28f3b2f2f3b1*,,1,,1,0,4,,f28f3b2f2f3b1*,False,False,True,False,False,False,f28f3b2f2f3b1,f28f3b2f2f3b1,ffbffb,6,1,1,15-0,0,3,4,0,1,1,,,7
174,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,193,1,1,4,4,0-0,0,32,1,0,,2,1,JMD,5 s28 f;1 f2 f1 f1 f3*,,,5s28f;1f2f1f1f3*,,0,,5s28f;1f2f1f1f3*,,1,,1,0,5,,s28f;1f2f1f1f3*,False,False,True,False,False,False,s28f1f2f1f1f3,s28f1f2f1f1f3,sfffff,6,2,1,15-0,0,4,4,0,1,1,,,7
210,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,8,0,0,1,0,0-30,0,2,1,0,,2,1,PK,6 s3 b3 b2 f1 f3d#,,,6s3b3b2f1f3d#,,0,,6s3b3b2f1f3d#,,1,,1,0,6,,s3b3b2f1f3d#,False,False,False,True,False,False,s3b3b2f1f3d,s3b3b2f1f3,sbbff,5,2,1,15-30,0,1,0,0,0,0,,,5
214,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,12,0,0,1,0,40-40,0,2,1,0,,2,1,PK,6 s1 f1*,,,6s1f1*,,0,,6s1f1*,,1,,1,0,6,,s1f1*,False,False,True,False,False,False,s1f1,s1f1,sf,2,2,1,AD-40,0,1,0,0,0,0,,,3
218,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,16,0,0,1,1,30-0,0,3,1,0,,1,2,RF,5 f2 f2 s2d@,,,5f2f2s2d@,,0,,5f2f2s2d@,,1,,1,0,5,,f2f2s2d@,False,False,False,False,True,False,f2f2s2d,f2f2s2,ffs,3,1,1,40-0,0,1,1,0,0,0,,,3
234,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,32,0,0,3,2,15-15,0,6,1,0,,2,1,PK,6 s2 f1 f3 b3 s3 f3 b3w#,,,6s2f1f3b3s3f3b3w#,,0,,6s2f1f3b3s3f3b3w#,,1,,1,0,6,,s2f1f3b3s3f3b3w#,False,False,False,True,False,False,s2f1f3b3s3f3b3w,s2f1f3b3s3f3b3,sffbsfb,7,2,1,30-15,0,3,2,0,0,0,,,7
237,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,35,0,0,3,3,0-0,0,7,1,0,,1,2,RF,5+ b2 z3*,,,5+b2z3*,,1,,5b2z3*,,1,,1,0,5,,b2z3*,False,False,True,False,False,False,b2z3,b2z3,bz,2,1,1,15-0,0,3,3,0,0,0,,,3
254,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,52,0,0,5,4,15-15,0,10,1,0,,2,1,PK,4 f2 f3*,,,4f2f3*,,0,,4f2f3*,,1,,1,0,4,,f2f3*,False,False,True,False,False,False,f2f3,f2f3,ff,2,2,1,30-15,0,5,4,0,0,0,,,3
267,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,65,0,0,6,5,40-40,0,12,1,0,,2,1,PK,6 s2 f1 f3w#,,,6s2f1f3w#,,0,,6s2f1f3w#,,1,,1,0,6,,s2f1f3w#,False,False,False,True,False,False,s2f1f3w,s2f1f3,sff,3,2,1,AD-40,0,6,5,0,0,0,,,3
289,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,105,1,0,1,1,40-40,0,16,1,0,,2,1,PK,6 s2 f1 f2 f1 r3n#,,,6s2f1f2f1r3n#,,0,,6s2f1f2f1r3n#,,1,,1,0,6,,s2f1f2f1r3n#,False,False,False,True,False,False,s2f1f2f1r3n,s2f1f2f1r3,sfffr,5,2,1,AD-40,0,1,1,0,1,0,,,5
291,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,107,1,0,1,1,40-40,0,16,1,0,,2,1,PK,4 f2 f3*,,,4f2f3*,,0,,4f2f3*,,1,,1,0,4,,f2f3*,False,False,True,False,False,False,f2f3,f2f3,ff,2,2,1,AD-40,0,1,1,0,1,0,,,3
293,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,109,1,0,1,2,0-0,0,17,1,0,,1,2,RF,4+ f2 v3*,,,4+f2v3*,,1,,4f2v3*,,1,,1,0,4,,f2v3*,False,False,True,False,False,False,f2v3,f2v3,fv,2,1,1,15-0,0,1,2,0,1,0,,,3
295,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,111,1,0,1,2,30-0,0,17,1,0,,1,2,RF,6 b1 f3*,,,6b1f3*,,0,,6b1f3*,,1,,1,0,6,,b1f3*,False,False,True,False,False,False,b1f3,b1f3,bf,2,1,1,40-0,0,1,2,0,1,0,,,3
302,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,118,1,0,2,3,0-0,0,19,1,0,,1,2,RF,4+ f2 z3*,,,4+f2z3*,,1,,4f2z3*,,1,,1,0,4,,f2z3*,False,False,True,False,False,False,f2z3,f2z3,fz,2,1,1,15-0,0,2,3,0,1,0,,,3
314,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,130,1,0,3,4,15-15,0,21,1,0,,1,2,RF,4+ f2 h1 h1u-3 b1w#,,,4+f2h1h1u-3b1w#,,1,,4f2h1h1u-3b1w#,,1,,1,0,4,,f2h1h1u-3b1w#,False,False,False,True,False,False,f2h1h1u3b1w,f2h1h1u3b1,fhhub,5,1,1,30-15,0,3,4,0,1,0,,,5
320,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,136,1,0,4,4,15-15,0,22,1,0,,2,1,PK,4 f2 f3*,,,4f2f3*,,0,,4f2f3*,,1,,1,0,4,,f2f3*,False,False,True,False,False,False,f2f3,f2f3,ff,2,2,1,30-15,0,4,4,0,1,0,,,3
339,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,155,1,0,6,5,0-0,0,25,1,0,,1,2,RF,6 s3 f1 f1x#,,,6s3f1f1x#,,0,,6s3f1f1x#,,1,,1,0,6,,s3f1f1x#,False,False,False,True,False,False,s3f1f1x,s3f1f1,sff,3,1,1,15-0,0,6,5,0,1,0,,,3
341,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,157,1,0,6,5,30-0,0,25,1,0,,1,2,RF,6 b2 v3 s3 z1*,,,6b2v3s3z1*,,0,,6b2v3s3z1*,,1,,1,0,6,,b2v3s3z1*,False,False,True,False,False,False,b2v3s3z1,b2v3s3z1,bvsz,4,1,1,40-0,0,6,5,0,1,0,,,5
360,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,17,0,0,1,1,30-30,0,3,1,0,,1,2,RF,4 r38 b3 s3w#,,,4r38b3s3w#,,0,,4r38b3s3w#,,1,,1,0,4,,r38b3s3w#,False,False,False,True,False,False,r38b3s3w,r38b3s3,rbs,3,1,1,40-30,0,1,1,0,0,0,,,3
377,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,34,0,0,3,2,40-40,0,6,1,0,,2,1,MF,4 f29 b;2*,,A dead net cord winner.,4f29b;2*,,0,,4f29b;2*,,1,,1,0,4,,f29b;2*,False,False,True,False,False,False,f29b2,f29b2,fb,2,2,1,AD-40,0,3,2,0,0,0,,,3
405,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,62,1,0,0,0,0-0,0,11,1,0,,1,2,RF,6 s28 j+2*,,,6s28j+2*,,0,,6s28j+2*,,1,,1,0,6,,s28j+2*,False,False,True,False,False,False,s28j2,s28j2,sj,2,1,1,15-0,0,0,0,0,1,0,,,3
411,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,68,1,0,1,0,15-15,0,12,1,0,,2,1,MF,5 s37y+1 f-3w@,,,5s37y+1f-3w@,,0,,5s37y+1f-3w@,,1,,1,0,5,,s37y+1f-3w@,False,False,False,False,True,False,s37y1f3w,s37y1f3,syf,3,2,1,30-15,0,1,0,0,1,0,,,3
430,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,87,1,0,2,2,30-0,0,15,1,0,,1,2,RF,4 f29 f3 s2 f1 f3 i=3 s2 z+3 b3w@,,,4f29f3s2f1f3i=3s2z+3b3w@,,0,,4f29f3s2f1f3i=3s2z+3b3w@,,1,,1,0,4,,f29f3s2f1f3i=3s2z+3b3w@,False,False,False,False,True,False,f29f3s2f1f3i3s2z3b3w,f29f3s2f1f3i3s2z3b3,ffsffiszb,9,1,1,40-0,0,2,2,0,1,0,,,9
446,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,103,1,0,4,3,30-30,0,18,1,0,,2,1,MF,6 b27 f+1 l2 o3 b2 f1 f1 f2 f3 s3 r+1 f1*,,Fed tried to show off with the fake dropper slice but Marcy didn't get it.,6b27f+1l2o3b2f1f1f2f3s3r+1f1*,,0,,6b27f+1l2o3b2f1f1f2f3s3r+1f1*,,1,,1,0,6,,b27f+1l2o3b2f1f1f2f3s3r+1f1*,False,False,True,False,False,False,b27f1l2o3b2f1f1f2f3s3r1f1,b27f1l2o3b2f1f1f2f3s3r1f1,bflobffffsrf,12,2,1,40-30,0,4,3,0,1,0,,,13
448,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,105,1,0,4,4,0-0,0,19,1,0,,1,2,RF,5 s28 f+1 f1 v3*,,,5s28f+1f1v3*,,0,,5s28f+1f1v3*,,1,,1,0,5,,s28f+1f1v3*,False,False,True,False,False,False,s28f1f1v3,s28f1f1v3,sffv,4,1,1,15-0,0,4,4,0,1,0,,,5
484,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,151,2,0,1,0,0-0,0,25,1,0,,1,2,RF,4 f29 f3 s3 f3 s3 f;2 s-1n@,,,4f29f3s3f3s3f;2s-1n@,,0,,4f29f3s3f3s3f;2s-1n@,,1,,1,0,4,,f29f3s3f3s3f;2s-1n@,False,False,False,False,True,False,f29f3s3f3s3f2s1n,f29f3s3f3s3f2s1,ffsfsfs,7,1,1,15-0,0,1,0,0,2,0,,,7
494,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,161,2,0,2,1,0-0,0,27,1,0,,1,2,RF,4 f27 b1 f1n#,,,4f27b1f1n#,,0,,4f27b1f1n#,,1,,1,0,4,,f27b1f1n#,False,False,False,True,False,False,f27b1f1n,f27b1f1,fbf,3,1,1,15-0,0,2,1,0,2,0,,,3
509,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,176,2,0,4,1,30-0,0,29,1,0,,1,2,RF,4+ f28 h1 r-1w#,,,4+f28h1r-1w#,,1,,4f28h1r-1w#,,1,,1,0,4,,f28h1r-1w#,False,False,False,True,False,False,f28h1r1w,f28h1r1,fhr,3,1,1,40-0,0,4,1,0,2,0,,,3
512,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,179,2,0,5,1,0-0,0,30,1,0,,2,1,MF,5 b28 f+3 s2n#,,,5b28f+3s2n#,,0,,5b28f+3s2n#,,1,,1,0,5,,b28f+3s2n#,False,False,False,True,False,False,b28f3s2n,b28f3s2,bfs,3,2,1,15-0,0,5,1,0,2,0,,,3
521,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,188,2,0,5,2,30-30,0,31,1,0,,1,2,RF,4 r28 f3*,,,4r28f3*,,0,,4r28f3*,,1,,1,0,4,,r28f3*,False,False,True,False,False,False,r28f3,r28f3,rf,2,1,1,40-30,0,5,2,0,2,0,,,3
523,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,1,0,0,0,0,0-0,0,1,1,0,,1,2,RF,6 s27 f+3 m1 o=1 b2 f1 f1 v+2 b1 v1*,,A great point to start the match. The first volley was hit right behind the service line.,6s27f+3m1o=1b2f1f1v+2b1v1*,,0,,6s27f+3m1o=1b2f1f1v+2b1v1*,,1,,1,0,6,,s27f+3m1o=1b2f1f1v+2b1v1*,False,False,True,False,False,False,s27f3m1o1b2f1f1v2b1v1,s27f3m1o1b2f1f1v2b1v1,sfmobffvbv,10,1,1,15-0,0,0,0,0,0,0,,,11
527,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,5,0,0,1,0,0-0,0,2,1,0,,2,1,RG,5 b28 b3 b1 f2 f+1n@,,,5b28b3b1f2f+1n@,,0,,5b28b3b1f2f+1n@,,1,,1,0,5,,b28b3b1f2f+1n@,False,False,False,False,True,False,b28b3b1f2f1n,b28b3b1f2f1,bbbff,5,2,1,15-0,0,1,0,0,0,0,,,5
529,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,7,0,0,1,0,30-0,0,2,1,0,,2,1,RG,5 b27 b3 b3n@,,,5b27b3b3n@,,0,,5b27b3b3n@,,1,,1,0,5,,b27b3b3n@,False,False,False,False,True,False,b27b3b3n,b27b3b3,bbb,3,2,1,40-0,0,1,0,0,0,0,,,3
551,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,29,0,0,3,1,30-30,0,5,1,0,,1,2,RF,5+ m38 p3*,,,5+m38p3*,,1,,5m38p3*,,1,,1,0,5,,m38p3*,False,False,True,False,False,False,m38p3,m38p3,mp,2,1,1,40-30,0,3,1,0,0,0,,,3
560,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,38,0,0,4,2,15-15,0,7,1,0,,1,2,RF,4 f27 f+3 s1n#,,,4f27f+3s1n#,,0,,4f27f+3s1n#,,1,,1,0,4,,f27f+3s1n#,False,False,False,True,False,False,f27f3s1n,f27f3s1,ffs,3,1,1,30-15,0,4,2,0,0,0,,,3
575,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,53,1,0,1,0,0-0,0,10,1,0,,2,1,RG,5 s29 b3 s;3 b3 b1 r2 f+3 b1*,,,5s29b3s;3b3b1r2f+3b1*,,0,,5s29b3s;3b3b1r2f+3b1*,,1,,1,0,5,,s29b3s;3b3b1r2f+3b1*,False,False,True,False,False,False,s29b3s3b3b1r2f3b1,s29b3s3b3b1r2f3b1,sbsbbrfb,8,2,1,15-0,0,1,0,0,1,0,,,9
584,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,62,1,0,1,1,30-30,0,11,1,0,,1,2,RF,6 s28u+3*,,,6s28u+3*,,0,,6s28u+3*,,1,,1,0,6,,s28u+3*,False,False,True,False,False,False,s28u3,s28u3,su,2,1,1,40-30,0,1,1,0,1,0,,,3
586,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,64,1,0,2,1,0-0,0,12,1,0,,2,1,RG,5 s28 b+3*,,,5s28b+3*,,0,,5s28b+3*,,1,,1,0,5,,s28b+3*,False,False,True,False,False,False,s28b3,s28b3,sb,2,2,1,15-0,0,2,1,0,1,0,,,3
601,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,79,1,0,3,2,30-30,0,14,1,0,,2,1,RG,6 s27 f+3*,,,6s27f+3*,,0,,6s27f+3*,,1,,1,0,6,,s27f+3*,False,False,True,False,False,False,s27f3,s27f3,sf,2,2,1,40-30,0,3,2,0,1,0,,,3
605,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,83,1,0,3,3,15-15,0,15,1,0,,1,2,RF,4 f28 f1*,,,4f28f1*,,0,,4f28f1*,,1,,1,0,4,,f28f1*,False,False,True,False,False,False,f28f1,f28f1,ff,2,1,1,30-15,0,3,3,0,1,0,,,3
609,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,87,1,0,4,3,0-0,0,16,1,0,,2,1,RG,4 f19 f3 s1 f1*,,,4f19f3s1f1*,,0,,4f19f3s1f1*,,1,,1,0,4,,f19f3s1f1*,False,False,True,False,False,False,f19f3s1f1,f19f3s1f1,ffsf,4,2,1,15-0,0,4,3,0,1,0,,,5
611,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,89,1,0,4,3,30-0,0,16,1,0,,2,1,RG,5 b28 f3 s3n#,,,5b28f3s3n#,,0,,5b28f3s3n#,,1,,1,0,5,,b28f3s3n#,False,False,False,True,False,False,b28f3s3n,b28f3s3,bfs,3,2,1,40-0,0,4,3,0,1,0,,,3
620,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,98,1,0,5,4,0-0,0,18,1,0,,2,1,RG,4 f19 f3*,,,4f19f3*,,0,,4f19f3*,,1,,1,0,4,,f19f3*,False,False,True,False,False,False,f19f3,f19f3,ff,2,2,1,15-0,0,5,4,0,1,0,,,3
627,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,105,1,0,5,5,30-0,0,19,1,0,,1,2,RF,4 f38 b3*,,"""Come on.""",4f38b3*,,0,,4f38b3*,,1,,1,0,4,,f38b3*,False,False,True,False,False,False,f38b3,f38b3,fb,2,1,1,40-0,0,5,5,0,1,0,,,3
662,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,140,2,0,3,1,30-30,0,25,1,0,,1,2,RF,6+ s27 z1*,,,6+s27z1*,,1,,6s27z1*,,1,,1,0,6,,s27z1*,False,False,True,False,False,False,s27z1,s27z1,sz,2,1,1,40-30,0,3,1,0,2,0,,,3
664,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,142,2,0,3,1,40-40,0,25,1,0,,1,2,RF,5+ f38 z1 f#,,,5+f38z1f#,,1,,5f38z1f#,,1,,1,0,5,,f38z1f#,False,False,False,True,False,False,f38z1f,f38z1f,fzf,3,1,1,AD-40,0,3,1,0,2,0,,,3
668,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,146,2,0,4,1,15-15,0,26,1,0,,2,1,RG,c4 f29 b2*,,A powerful deep return is met with a reflexive semi-half-volley baseline-to-baseline backhand winner.,4f29b2*,,0,,4f29b2*,,1,,1,0,4,,f29b2*,False,False,True,False,False,False,f29b2,f29b2,fb,2,2,1,30-15,0,4,1,0,2,0,,,3
677,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,155,2,0,4,2,40-40,0,27,1,0,,1,2,RF,6 s28 f+3 m3 o1*,,,6s28f+3m3o1*,,0,,6s28f+3m3o1*,,1,,1,0,6,,s28f+3m3o1*,False,False,True,False,False,False,s28f3m3o1,s28f3m3o1,sfmo,4,1,1,AD-40,0,4,2,0,2,0,,,5
