,match_id,Tournament,P1,P2,Pt,Set1,Set2,Gm1,Gm2,Pts,SrvDceSide,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stNoLet,2ndNoLet,1stSV,2ndSV,1stNoSV,2ndNoSV,1stIn,2ndIn,isRally1st,isRally2nd,Sv1,Sv2,Rally,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,rallyNoSpec,rallyNoError,rallyNoDirection,rallyLen,PtWinner,isSvrWinner,PtsAfter,GmW,Gm1.1,Gm2.1,SetW,Set1.1,Set2.1,RevTB,TBrev,rallyCount
7,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,8,0,0,1,0,0-15,1,2,1,0,,2,1,JMD,4 s39 f3 b1*,,,4s39f3b1*,,0,,4s39f3b1*,,1,,1,0,4,,s39f3b1*,False,False,True,False,False,False,s39f3b1,s39f3b1,sfb,3,1,0,0-30,0,1,0,0,0,0,,,4
13,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,14,0,0,1,1,15-0,1,3,1,0,,1,2,RF,4 b38 f3 b2 f2 f1 f1n#,,,4b38f3b2f2f1f1n#,,0,,4b38f3b2f2f1f1n#,,1,,1,0,4,,b38f3b2f2f1f1n#,False,False,False,True,False,False,b38f3b2f2f1f1n,b38f3b2f2f1f1,bfbfff,6,2,0,15-15,0,1,1,0,0,0,,,6
24,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,25,0,0,2,2,0-15,1,5,1,0,,1,2,RF,6 f29 f3 f3 b3 s+3 f3 z2*,,,6f29f3f3b3s+3f3z2*,,0,,6f29f3f3b3s+3f3z2*,,1,,1,0,6,,f29f3f3b3s+3f3z2*,False,False,True,False,False,False,f29f3f3b3s3f3z2,f29f3f3b3s3f3z2,fffbsfz,7,2,0,0-30,0,2,2,0,0,0,,,8
26,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,27,0,0,2,2,0-40,1,5,1,0,,1,2,RF,6 f18 f1n@,,,6f18f1n@,,0,,6f18f1n@,,1,,1,0,6,,f18f1n@,False,False,False,False,True,False,f18f1n,f18f1,ff,2,2,0,GM,2,2,3,0,0,0,,,2
32,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,33,0,0,2,3,40-30,1,6,1,0,,2,1,JMD,4 b38 f3 b1 r2 f+3 m2d#,,,4b38f3b1r2f+3m2d#,,0,,4b38f3b1r2f+3m2d#,,1,,1,0,4,,b38f3b1r2f+3m2d#,False,False,False,True,False,False,b38f3b1r2f3m2d,b38f3b1r2f3m2,bfbrfm,6,1,0,40-40,0,2,3,0,0,0,,,6
39,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,40,0,0,2,4,40-15,1,7,1,0,,1,2,RF,5 b28 f1x@,,,5b28f1x@,,0,,5b28f1x@,,1,,1,0,5,,b28f1x@,False,False,False,False,True,False,b28f1x,b28f1,bf,2,2,0,40-30,0,2,4,0,0,0,,,2
56,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,57,0,1,0,0,0-15,1,11,1,0,,1,2,RF,6 f29 f3 s2 f1w@,,,6f29f3s2f1w@,,0,,6f29f3s2f1w@,,1,,1,0,6,,f29f3s2f1w@,False,False,False,False,True,False,f29f3s2f1w,f29f3s2f1,ffsf,4,2,0,0-30,0,0,0,0,0,1,,,4
58,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,59,0,1,0,0,15-30,1,11,1,0,,1,2,RF,4 b39 b3 f3 s2 f1*,,,4b39b3f3s2f1*,,0,,4b39b3f3s2f1*,,1,,1,0,4,,b39b3f3s2f1*,False,False,True,False,False,False,b39b3f3s2f1,b39b3f3s2f1,bbfsf,5,2,0,15-40,0,0,0,0,0,1,,,6
64,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,65,0,1,1,0,15-0,1,12,1,0,,2,1,JMD,6 f28 f3y1 r2 m+2 t2 v3 s2 v1*,,,6f28f3y1r2m+2t2v3s2v1*,,0,,6f28f3y1r2m+2t2v3s2v1*,,1,,1,0,6,,f28f3y1r2m+2t2v3s2v1*,False,False,True,False,False,False,f28f3y1r2m2t2v3s2v1,f28f3y1r2m2t2v3s2v1,ffyrmtvsv,9,1,0,15-15,0,1,0,0,0,1,,,10
91,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,92,0,1,3,3,15-0,1,17,1,0,,1,2,RF,6 f17 f3x@,,,6f17f3x@,,0,,6f17f3x@,,1,,1,0,6,,f17f3x@,False,False,False,False,True,False,f17f3x,f17f3,ff,2,2,0,15-15,0,3,3,0,0,1,,,2
105,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,106,0,1,4,4,40-15,1,19,1,0,,1,2,RF,4+ f18*,,,4+f18*,,1,,4f18*,,1,,1,0,4,,f18*,False,False,True,False,False,False,f18,f18,f,1,2,0,40-30,0,4,4,0,0,1,,,2
110,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,111,0,1,5,4,15-30,1,20,1,0,,2,1,JMD,4 s17 f+3d@,,,4s17f+3d@,,0,,4s17f+3d@,,1,,1,0,4,,s17f+3d@,False,False,False,False,True,False,s17f3d,s17f3,sf,2,1,0,15-40,0,5,4,0,0,1,,,2
131,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,150,1,1,0,0,40-15,1,24,1,0,,2,1,JMD,4 f17*,,,4f17*,,0,,4f17*,,1,,1,0,4,,f17*,False,False,True,False,False,False,f17,f17,f,1,1,0,40-30,0,0,0,0,1,1,,,2
132,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,151,1,1,0,0,40-30,1,24,1,0,,2,1,JMD,4 s37 f1 l2 o=2 f2 f1w@,,,4s37f1l2o=2f2f1w@,,0,,4s37f1l2o=2f2f1w@,,1,,1,0,4,,s37f1l2o=2f2f1w@,False,False,False,False,True,False,s37f1l2o2f2f1w,s37f1l2o2f2f1,sfloff,6,1,0,40-40,0,0,0,0,1,1,,,6
134,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,153,1,1,0,0,AD-40,1,24,1,0,,2,1,JMD,6 f27 f+2 b2 z3d#,,,6f27f+2b2z3d#,,0,,6f27f+2b2z3d#,,1,,1,0,6,,f27f+2b2z3d#,False,False,False,True,False,False,f27f2b2z3d,f27f2b2z3,ffbz,4,1,0,40-40,0,0,0,0,1,1,,,4
140,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,159,1,1,0,1,30-15,1,25,1,0,,1,2,RF,c4 s37u+3 s1 l2 p2*,,,4s37u+3s1l2p2*,,0,,4s37u+3s1l2p2*,,1,,1,0,4,,s37u+3s1l2p2*,False,False,True,False,False,False,s37u3s1l2p2,s37u3s1l2p2,suslp,5,2,0,30-30,0,0,1,0,1,1,,,6
146,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,165,1,1,1,1,30-15,1,26,1,0,,2,1,JMD,6 f28 f1w@,,,6f28f1w@,,0,,6f28f1w@,,1,,1,0,6,,f28f1w@,False,False,False,False,True,False,f28f1w,f28f1,ff,2,1,0,30-30,0,1,1,0,1,1,,,2
161,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,180,1,1,2,3,15-0,1,29,1,0,,1,2,RF,4 b27 f2n@,,,4b27f2n@,,0,,4b27f2n@,,1,,1,0,4,,b27f2n@,False,False,False,False,True,False,b27f2n,b27f2,bf,2,2,0,15-15,0,2,3,0,1,1,,,2
191,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,210,1,1,5,4,AD-40,1,33,1,0,,1,2,RF,6 f38 b1 r2y+1 r3*,,,6f38b1r2y+1r3*,,0,,6f38b1r2y+1r3*,,1,,1,0,6,,f38b1r2y+1r3*,False,False,True,False,False,False,f38b1r2y1r3,f38b1r2y1r3,fbryr,5,2,0,40-40,0,5,4,0,1,1,,,6
193,20180318,Indian_Wells_Masters,Roger_Federer,Juan_Martin_Del_Potro,212,1,1,5,4,40-AD,1,33,1,0,,1,2,RF,4 b39 f3 b3 b2 f2 f2 b2 b3 b3 f1 f1*,,,4b39f3b3b2f2f2b2b3b3f1f1*,,0,,4b39f3b3b2f2f2b2b3b3f1f1*,,1,,1,0,4,,b39f3b3b2f2f2b2b3b3f1f1*,False,False,True,False,False,False,b39f3b3b2f2f2b2b3b3f1f1,b39f3b3b2f2f2b2b3b3f1f1,bfbbffbbbff,11,2,0,GM,2,5,5,0,1,1,,,12
206,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,4,0,0,0,0,40-0,1,1,1,0,,1,2,RF,6 f2 f3 b3 b2 b1 f3 b2 b2n@,,,6f2f3b3b2b1f3b2b2n@,,0,,6f2f3b3b2b1f3b2b2n@,,1,,1,0,6,,f2f3b3b2b1f3b2b2n@,False,False,False,False,True,False,f2f3b3b2b1f3b2b2n,f2f3b3b2b1f3b2b2,ffbbbfbb,8,2,0,40-15,0,0,0,0,0,0,,,8
209,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,7,0,0,1,0,0-15,1,2,1,0,,2,1,PK,4 b3 b2 f1 f#,,,4b3b2f1f#,,0,,4b3b2f1f#,,1,,1,0,4,,b3b2f1f#,False,False,False,True,False,False,b3b2f1f,b3b2f1f,bbff,4,1,0,0-30,0,1,0,0,0,0,,,4
213,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,11,0,0,1,0,40-30,1,2,1,0,,2,1,PK,6 f3 f3 b3 s3 f+1 f1n#,,,6f3f3b3s3f+1f1n#,,0,,6f3f3b3s3f+1f1n#,,1,,1,0,6,,f3f3b3s3f+1f1n#,False,False,False,True,False,False,f3f3b3s3f1f1n,f3f3b3s3f1f1,ffbsff,6,1,0,40-40,0,1,0,0,0,0,,,6
230,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,28,0,0,2,2,40-15,1,5,1,0,,1,2,RF,5 f2 f3w#,,,5f2f3w#,,0,,5f2f3w#,,1,,1,0,5,,f2f3w#,False,False,False,True,False,False,f2f3w,f2f3,ff,2,2,0,40-30,0,2,2,0,0,0,,,2
233,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,31,0,0,3,2,15-0,1,6,1,0,,2,1,PK,5 s3 f3 b3 b3 b2 f!@,,,5s3f3b3b3b2f!@,,0,,5s3f3b3b3b2f!@,,1,,1,0,5,,s3f3b3b3b2f!@,False,False,False,False,True,False,s3f3b3b3b2f!,s3f3b3b3b2f,sfbbbf,6,1,0,15-15,0,3,2,0,0,0,,,6
243,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,41,0,0,4,3,15-0,1,8,1,0,,2,1,PK,5 b2 f1 f1 f3 b3 b1 f3 s2 f3*,,,5b2f1f1f3b3b1f3s2f3*,,0,,5b2f1f1f3b3b1f3s2f3*,,1,,1,0,5,,b2f1f1f3b3b1f3s2f3*,False,False,True,False,False,False,b2f1f1f3b3b1f3s2f3,b2f1f1f3b3b1f3s2f3,bfffbbfsf,9,1,0,15-15,0,4,3,0,0,0,,,10
282,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,98,1,0,1,1,15-0,1,16,1,0,,2,1,PK,5 b3 b3 b3 b3 f3*,,,5b3b3b3b3f3*,,0,,5b3b3b3b3f3*,,1,,1,0,5,,b3b3b3b3f3*,False,False,True,False,False,False,b3b3b3b3f3,b3b3b3b3f3,bbbbf,5,1,0,15-15,0,1,1,0,1,0,,,6
284,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,100,1,0,1,1,15-30,1,16,1,0,,2,1,PK,6 f1 f3 b2 z3 b1*,,,6f1f3b2z3b1*,,0,,6f1f3b2z3b1*,,1,,1,0,6,,f1f3b2z3b1*,False,False,True,False,False,False,f1f3b2z3b1,f1f3b2z3b1,ffbzb,5,1,0,15-40,0,1,1,0,1,0,,,6
290,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,106,1,0,1,1,AD-40,1,16,1,0,,2,1,PK,6 f2 f1 f3 b3n@,,,6f2f1f3b3n@,,0,,6f2f1f3b3n@,,1,,1,0,6,,f2f1f3b3n@,False,False,False,False,True,False,f2f1f3b3n,f2f1f3b3,fffb,4,1,0,40-40,0,1,1,0,1,0,,,4
300,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,116,1,0,2,2,40-0,1,18,1,0,,2,1,PK,6 f1 r2 f3 s#,,,6f1r2f3s#,,0,,6f1r2f3s#,,1,,1,0,6,,f1r2f3s#,False,False,False,True,False,False,f1r2f3s,f1r2f3s,frfs,4,1,0,40-15,0,2,2,0,1,0,,,4
303,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,119,1,0,2,3,15-0,1,19,1,0,,1,2,RF,4 b2 f1d#,,,4b2f1d#,,0,,4b2f1d#,,1,,1,0,4,,b2f1d#,False,False,False,True,False,False,b2f1d,b2f1,bf,2,2,0,15-15,0,2,3,0,1,0,,,2
306,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,122,1,0,2,3,40-15,1,19,1,0,,1,2,RF,4 f2 i1u-1*,,,4f2i1u-1*,,0,,4f2i1u-1*,,1,,1,0,4,,f2i1u-1*,False,False,True,False,False,False,f2i1u1,f2i1u1,fiu,3,2,0,40-30,0,2,3,0,1,0,,,4
315,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,131,1,0,3,4,30-15,1,21,1,0,,1,2,RF,5 b1 f1 f3*,,,5b1f1f3*,,0,,5b1f1f3*,,1,,1,0,5,,b1f1f3*,False,False,True,False,False,False,b1f1f3,b1f1f3,bff,3,2,0,30-30,0,3,4,0,1,0,,,4
328,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,144,1,0,5,5,0-15,1,24,1,0,,2,1,PK,6 f2 f2 f2 f3 f1 f2 f2 b2 f1 f1n@,,,6f2f2f2f3f1f2f2b2f1f1n@,,0,,6f2f2f2f3f1f2f2b2f1f1n@,,1,,1,0,6,,f2f2f2f3f1f2f2b2f1f1n@,False,False,False,False,True,False,f2f2f2f3f1f2f2b2f1f1n,f2f2f2f3f1f2f2b2f1f1,fffffffbff,10,1,0,0-30,0,5,5,0,1,0,,,10
332,20180215,Rotterdam,Roger_Federer,Philipp_Kohlschreiber,148,1,0,5,5,40-30,1,24,1,0,,2,1,PK,c6 f3 b3w@,,,6f3b3w@,,0,,6f3b3w@,,1,,1,0,6,,f3b3w@,False,False,False,False,True,False,f3b3w,f3b3,fb,2,1,0,40-40,0,5,5,0,1,0,,,2
378,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,35,0,0,3,2,AD-40,1,6,1,0,,2,1,MF,4 s29 f1n@,,,4s29f1n@,,0,,4s29f1n@,,1,,1,0,4,,s29f1n@,False,False,False,False,True,False,s29f1n,s29f1,sf,2,1,0,40-40,0,3,2,0,0,0,,,2
380,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,37,0,0,3,2,AD-40,1,6,1,0,,2,1,MF,4 b18 f3 f1*,,,4b18f3f1*,,0,,4b18f3f1*,,1,,1,0,4,,b18f3f1*,False,False,True,False,False,False,b18f3f1,b18f3f1,bff,3,1,0,40-40,0,3,2,0,0,0,,,4
410,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,67,1,0,1,0,15-0,1,12,1,0,,2,1,MF,4 s37 s3 f1*,,Time and time again the mean low slice disarms Federer's opponents.,4s37s3f1*,,0,,4s37s3f1*,,1,,1,0,4,,s37s3f1*,False,False,True,False,False,False,s37s3f1,s37s3f1,ssf,3,1,0,15-15,0,1,0,0,1,0,,,4
421,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,78,1,0,2,1,30-15,1,14,1,0,,2,1,MF,4 b38 f3 s3 s+3n@,,,4b38f3s3s+3n@,,0,,4b38f3s3s+3n@,,1,,1,0,4,,b38f3s3s+3n@,False,False,False,False,True,False,b38f3s3s3n,b38f3s3s3,bfss,4,1,0,30-30,0,2,1,0,1,0,,,4
454,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,111,1,0,5,4,0-15,1,20,1,0,,2,1,MF,4 s28 f3 b2 f1 f2 o-3 m2 o1 l2 o3 b2 v1n@,,"The ""sky-high"" rally. Federer's forehand shank lands in like a very high lob which Fucsovics should have put away but his smashes are too predictable enabling Fed to keep the ball in play until the frustrated Hungarian bricks the volley.",4s28f3b2f1f2o-3m2o1l2o3b2v1n@,,0,,4s28f3b2f1f2o-3m2o1l2o3b2v1n@,,1,,1,0,4,,s28f3b2f1f2o-3m2o1l2o3b2v1n@,False,False,False,False,True,False,s28f3b2f1f2o3m2o1l2o3b2v1n,s28f3b2f1f2o3m2o1l2o3b2v1,sfbffomolobv,12,1,0,0-30,0,5,4,0,1,0,,,12
481,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,148,2,0,0,0,AD-40,1,24,1,0,,2,1,MF,6 f29 h=3w#,,,6f29h=3w#,,0,,6f29h=3w#,,1,,1,0,6,,f29h=3w#,False,False,False,True,False,False,f29h3w,f29h3,fh,2,1,0,40-40,0,0,0,0,2,0,,,2
487,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,154,2,0,1,0,40-0,1,25,1,0,,1,2,RF,4 b37 b1d@,,   ,4b37b1d@,,0,,4b37b1d@,,1,,1,0,4,,b37b1d@,False,False,False,False,True,False,b37b1d,b37b1,bb,2,2,0,40-15,0,1,0,0,2,0,,,2
490,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,157,2,0,2,0,15-0,1,26,1,0,,2,1,MF,4 s37 f+1d@,,,4s37f+1d@,,0,,4s37f+1d@,,1,,1,0,4,,s37f+1d@,False,False,False,False,True,False,s37f1d,s37f1,sf,2,1,0,15-15,0,2,0,0,2,0,,,2
495,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,162,2,0,2,1,15-0,1,27,1,0,,1,2,RF,4 b37y1 f+1 f!@,,,4b37y1f+1f!@,,0,,4b37y1f+1f!@,,1,,1,0,4,,b37y1f+1f!@,False,False,False,False,True,False,b37y1f1f!,b37y1f1f,byff,4,2,0,15-15,0,2,1,0,2,0,,,4
499,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,166,2,0,2,1,40-30,1,27,1,0,,1,2,RF,4 s38 f3d@,,,4s38f3d@,,0,,4s38f3d@,,1,,1,0,4,,s38f3d@,False,False,False,False,True,False,s38f3d,s38f3,sf,2,2,0,40-40,0,2,1,0,2,0,,,2
505,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,172,2,0,3,1,15-30,1,28,1,0,,2,1,MF,4 b38 b3n@,,,4b38b3n@,,0,,4b38b3n@,,1,,1,0,4,,b38b3n@,False,False,False,False,True,False,b38b3n,b38b3,bb,2,1,0,15-40,0,3,1,0,2,0,,,2
506,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,173,2,0,3,1,15-40,1,28,1,0,,2,1,MF,6 s37 s+3d@,,,6s37s+3d@,,0,,6s37s+3d@,,1,,1,0,6,,s37s+3d@,False,False,False,False,True,False,s37s3d,s37s3,ss,2,1,0,GM,1,4,1,0,2,0,,,2
510,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,177,2,0,4,1,40-0,1,29,1,0,,1,2,RF,4 b37 s3#,,,4b37s3#,,0,,4b37s3#,,1,,1,0,4,,b37s3#,False,False,False,True,False,False,b37s3,b37s3,bs,2,2,0,40-15,0,4,1,0,2,0,,,2
518,20180122,Australian_Open,Roger_Federer,Marton_Fucsovics,185,2,0,5,2,15-0,1,31,1,0,,1,2,RF,6 f28 f3 b3 b+3 s3 i3d#,,,6f28f3b3b+3s3i3d#,,0,,6f28f3b3b+3s3i3d#,,1,,1,0,6,,f28f3b3b+3s3i3d#,False,False,False,True,False,False,f28f3b3b3s3i3d,f28f3b3b3s3i3,ffbbsi,6,2,0,15-15,0,5,2,0,2,0,,,6
540,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,18,0,0,2,1,30-15,1,4,1,0,,2,1,RG,4 s28 f2 b1 r2n#,,,4s28f2b1r2n#,,0,,4s28f2b1r2n#,,1,,1,0,4,,s28f2b1r2n#,False,False,False,True,False,False,s28f2b1r2n,s28f2b1r2,sfbr,4,1,0,30-30,0,2,1,0,0,0,,,4
544,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,22,0,0,2,1,AD-40,1,4,1,0,,2,1,RG,6 f28 f;3 f2 f1 f1 f3d@,,"An nicely subdued ""Come on!"" from Federer.",6f28f;3f2f1f1f3d@,,0,,6f28f;3f2f1f1f3d@,,1,,1,0,6,,f28f;3f2f1f1f3d@,False,False,False,False,True,False,f28f3f2f1f1f3d,f28f3f2f1f1f3,ffffff,6,1,0,40-40,0,2,1,0,0,0,,,6
554,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,32,0,0,4,1,15-0,1,6,1,0,,2,1,RG,5 b28 f3d@,,,5b28f3d@,,0,,5b28f3d@,,1,,1,0,5,,b28f3d@,False,False,False,False,True,False,b28f3d,b28f3,bf,2,1,0,15-15,0,4,1,0,0,0,,,2
573,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,51,1,0,0,0,40-15,1,9,1,0,,1,2,RF,4 f18*,,,4f18*,,0,,4f18*,,1,,1,0,4,,f18*,False,False,True,False,False,False,f18,f18,f,1,2,0,40-30,0,0,0,0,1,0,,,2
583,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,61,1,0,1,1,30-15,1,11,1,0,,1,2,RF,6 f28 f+1 f2 v2n#,,,6f28f+1f2v2n#,,0,,6f28f+1f2v2n#,,1,,1,0,6,,f28f+1f2v2n#,False,False,False,True,False,False,f28f1f2v2n,f28f1f2v2,fffv,4,2,0,30-30,0,1,1,0,1,0,,,4
595,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,73,1,0,2,2,40-15,1,13,1,0,,1,2,RF,4 f;18 f1 b2 f1 f2 f1w@,,,4f;18f1b2f1f2f1w@,,0,,4f;18f1b2f1f2f1w@,,1,,1,0,4,,f;18f1b2f1f2f1w@,False,False,False,False,True,False,f18f1b2f1f2f1w,f18f1b2f1f2f1,ffbfff,6,2,0,40-30,0,2,2,0,1,0,,,6
606,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,84,1,0,3,3,30-15,1,15,1,0,,1,2,RF,6 f29 f1 f3 b2 b1*,,,6f29f1f3b2b1*,,0,,6f29f1f3b2b1*,,1,,1,0,6,,f29f1f3b2b1*,False,False,True,False,False,False,f29f1f3b2b1,f29f1f3b2b1,fffbb,5,2,0,30-30,0,3,3,0,1,0,,,6
612,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,90,1,0,4,3,40-0,1,16,1,0,,2,1,RG,4 s39 b1 f;1*,,What a terrific forehand winner fast and low just licking the net.,4s39b1f;1*,,0,,4s39b1f;1*,,1,,1,0,4,,s39b1f;1*,False,False,True,False,False,False,s39b1f1,s39b1f1,sbf,3,1,0,40-15,0,4,3,0,1,0,,,4
623,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,101,1,0,5,4,40-0,1,18,1,0,,2,1,RG,5 b28 b+3n@,,,5b28b+3n@,,0,,5b28b+3n@,,1,,1,0,5,,b28b+3n@,False,False,False,False,True,False,b28b3n,b28b3,bb,2,1,0,40-15,0,5,4,0,1,0,,,2
636,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,114,1,0,6,5,30-40,1,20,1,0,,2,1,RG,4 s37 b3d@,,Goes for the corner misses by an inch. That's the difference.,4s37b3d@,,0,,4s37b3d@,,1,,1,0,4,,s37b3d@,False,False,False,False,True,False,s37b3d,s37b3,sb,2,1,0,GM,1,7,5,1,2,0,,,2
643,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,121,2,0,1,0,15-0,1,22,1,0,,2,1,RG,6 f17*,,Angry at missing the previous return Federer immediately makes up for it with an angled winner.,6f17*,,0,,6f17*,,1,,1,0,6,,f17*,False,False,True,False,False,False,f17,f17,f,1,1,0,15-15,0,1,0,0,2,0,,,2
646,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,124,2,0,1,0,15-40,1,22,1,0,,2,1,RG,6 b29 b2 f1 r2u+3 s3n#,,Fed's been using the drop shot to great effect most of the time.,6b29b2f1r2u+3s3n#,,0,,6b29b2f1r2u+3s3n#,,1,,1,0,6,,b29b2f1r2u+3s3n#,False,False,False,True,False,False,b29b2f1r2u3s3n,b29b2f1r2u3s3,bbfrus,6,1,0,GM,1,2,0,0,2,0,,,6
650,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,128,2,0,2,0,30-15,1,23,1,0,,1,2,RF,4 s38 r+1w@,,Federer tries and fails his trademark fake dropper slice. A bit of showmanship here.,4s38r+1w@,,0,,4s38r+1w@,,1,,1,0,4,,s38r+1w@,False,False,False,False,True,False,s38r1w,s38r1,sr,2,2,0,30-30,0,2,0,0,2,0,,,2
682,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,160,2,0,4,2,AD-40,1,27,1,0,,1,2,RF,4 s38 f3 b3 s1 f3 b3 b3 z+2n@,,That was overly ambitious.,4s38f3b3s1f3b3b3z+2n@,,0,,4s38f3b3s1f3b3b3z+2n@,,1,,1,0,4,,s38f3b3s1f3b3b3z+2n@,False,False,False,False,True,False,s38f3b3s1f3b3b3z2n,s38f3b3s1f3b3b3z2,sfbsfbbz,8,2,0,40-40,0,4,2,0,2,0,,,8
684,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,162,2,0,4,2,40-AD,1,27,1,0,,1,2,RF,6 f29 f2 f3 b3 b3 b3 b3 b3n@,,,6f29f2f3b3b3b3b3b3n@,,0,,6f29f2f3b3b3b3b3b3n@,,1,,1,0,6,,f29f2f3b3b3b3b3b3n@,False,False,False,False,True,False,f29f2f3b3b3b3b3b3n,f29f2f3b3b3b3b3b3,fffbbbbb,8,2,0,GM,2,4,3,0,2,0,,,8
696,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,174,2,0,5,4,0-15,1,30,1,0,,2,1,RG,4 s38 b3 s3 b3 s3 b3 b3 s3 f+1 f1 v3*,,Federer brushes some dust off the baseline by swinging his racquet.,4s38b3s3b3s3b3b3s3f+1f1v3*,,0,,4s38b3s3b3s3b3b3s3f+1f1v3*,,1,,1,0,4,,s38b3s3b3s3b3b3s3f+1f1v3*,False,False,True,False,False,False,s38b3s3b3s3b3b3s3f1f1v3,s38b3s3b3s3b3b3s3f1f1v3,sbsbsbbsffv,11,1,0,0-30,0,5,4,0,2,0,,,12
700,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,178,2,0,5,4,40-30,1,30,1,0,,2,1,RG,4 b39 b3 f1 f1x#,,,4b39b3f1f1x#,,0,,4b39b3f1f1x#,,1,,1,0,4,,b39b3f1f1x#,False,False,False,True,False,False,b39b3f1f1x,b39b3f1f1,bbff,4,1,0,40-40,0,5,4,0,2,0,,,4
706,20180120,Australian_Open,Roger_Federer,Richard_Gasquet,184,2,0,5,4,40-AD,1,30,1,0,,2,1,RG,4 s28 f+3 b;3 z3 b1*,,,4s28f+3b;3z3b1*,,0,,4s28f+3b;3z3b1*,,1,,1,0,4,,s28f+3b;3z3b1*,False,False,True,False,False,False,s28f3b3z3b1,s28f3b3z3b1,sfbzb,5,1,0,GM,1,6,4,1,3,0,,,6
